selection_key,case_type,original_id,question,gold_answer,label_top5,label_topk,risk_top5,risk_topk,retrieved_more,answered,top5_titles,topk_new_titles,missing_support_top5,missing_support_topk
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a778a8e5542992a6e59deca,"The American comedy film Krystal stars which actor who appeared in numerous films such as ""Contact"", ""Armageddon"", ""The Perfect Storm"", ""Crash"", ""Blades of Glory"", ""Black Hawk Down"", ""Nine Lives"", etc.?",William Fichtner,insufficient,insufficient,0.6156245250386904,0.6156245250386904,0,0,William Fichtner || Black Hawk Down (film) || The Perfect Storm (film) || Blades of Glory || Contact (1997 American film),,krystal (film),krystal (film)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a778b1e55429949eeb29ee3,What band is a tribute to a band originally known as the Grizzly River Boys?,Nashville Tribute Band,insufficient,insufficient,0.889664421915727,0.889664421915727,0,0,University of Montana Grizzly Marching Band || Boys (Australian band) || Diamond Rio || Grizzly River Run || Knife (Grizzly Bear song),,nashville tribute band,nashville tribute band
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7796e05542992a6e59df0f,What country is the theme park served by the Huis Ten Bosch train service themed on?,Netherlands,sufficient,sufficient,0.46156909469460516,0.46156909469460516,0,0,Huis Ten Bosch (train) || Huis Ten Bosch (theme park) || Huis Ten Bosch Station || Hakata Station || Kyushu Railway Company,,,
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a77a44d5542997042120aba,"What census-designated place located in Nassau County, New York has as portions of it's territory, districts of Brian Curran, New York State assemblyman?",Baldwin,sufficient,sufficient,0.7524741378888942,0.7524741378888942,0,0,"Brian F. Curran || Baldwin, Nassau County, New York || Woodbury, Nassau County, New York || Baldwin Harbor, New York || Greenvale, New York",,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a77a4fd5542997042120abc,Which professional footballer played for Kadji Sports Academy as a youth and went on to be the most decorated African player of all time?,Samuel Eto'o Fils,insufficient,insufficient,0.8172129721068939,0.8172129721068939,0,0,Kadji Sports Academy || Academy || Association football || Cameroon || Cameroon national football team,,samuel eto'o,samuel eto'o
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a77b0395542997042120ae1,"Which star in the movie Hush was born April 20, 1949?",Jessica Lange,insufficient,insufficient,0.7116395203851342,0.7116395203851342,0,0,The Movie Star || Hush Money (1931 film) || Arthur Lichte || Hush hush || Hush! Girls Don't Scream,,hush (1998 film) || jessica lange,hush (1998 film) || jessica lange
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a77b1a75542992a6e59df8d,"Which American artist, who also illustrated works by Bill Nye and George W. Peck, illustrated an 1876 novel by Mark Twain about a young boy growing up along the Mississippi River?","Truman W. ""True"" Williams",insufficient,insufficient,0.8892562349610301,0.8892562349610301,0,0,"The Adventures of Tom Sawyer || Mark Twain || Mississippi River || Novel || Hannibal, Missouri",,true williams,true williams
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a77c0c05542995d831812a1,What was the name of the person that was interviewed and later written about by John G. Neihardt?,Black Elk,insufficient,insufficient,0.783508974915511,0.783508974915511,0,0,"John G. Neihardt State Historic Site || Hilda Neihardt || John Neihardt || Bancroft, Nebraska || Poet laureate",,black elk speaks,black elk speaks
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a77c74155429967ab105291,"Which band formed in England, Of Montreal or Vib Gyor?","Vib Gyor was a band that was formed in Leeds, England.",insufficient,insufficient,0.4328079495538207,0.4328079495538207,0,1,Vib Gyor || Leeds || ROYGBIV || Fallen (Vib Gyor song) || The Secret (Vib Gyor EP),,of montreal,of montreal
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a77cb5e55429967ab1052a7,"The voice of Homer Simpson also voices what alien character in the television series ""The Simpsons""?",Kodos,insufficient,insufficient,0.7304618165625071,0.7304618165625071,0,0,Dan Castellaneta || Homer Simpson || Grampa Simpson || Julie Kavner || Do the Bartman,,kang and kodos,kang and kodos
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a78ae8b5542990784727730,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),insufficient,insufficient,0.7364621800788749,0.7364621800788749,0,0,"Atwater Elementary School District || Atwater High School || Sierra Academy of Aeronautics || Atwater, California || California",,castle air force base,castle air force base
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a78d9c455429970f5fffda7,The 1st Alabama Siege Artillery Unit were massacred by Confederate troops under whose command?,Major General Nathan Bedford Forrest,insufficient,insufficient,0.5522513471938864,0.5522513471938864,0,0,1st Alabama Siege Artillery Regiment (Colored) || 1st Arkansas Light Artillery || 1st Artillery Brigade and Headquarters South West || Artillery || American Civil War,,battle of fort pillow,battle of fort pillow
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a78e49855429974737f78f3,"How many small-box format stores are there for one of Newell Brands' brand that sells scented candles, candleholders, accessories, and dinnerware?",560,insufficient,insufficient,0.8241231409672274,0.8241231409672274,0,0,"Yankee Candle || Candlestick || Mail order || South Deerfield, Massachusetts || Tableware",,newell brands,newell brands
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a78e86f55429974737f78fb,"What does the unique calendar system in Japan, who the first Emperor of Japan created, emphasize?",the long history of Japan,sufficient,sufficient,0.6626678242025689,0.6626678242025689,0,0,Japanese imperial year || Emperor Jimmu || Japan || Japanese calendar || Legend,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a78e9a2554299148911f995,Minor league baseball games that were played between the rivalling teams of the Sooners and the Cowboys were played at the stadium formerly known as what?,Drillers Stadium,insufficient,insufficient,0.9295249379009348,0.9295249379009348,0,0,"Pocatello, Idaho minor league baseball teams || Newburgh Night Hawks || Amarillo Thunderheads || List of defunct Pacific Coast League teams || Providence Grays (minor league)",,athletics stadium || bedlam series,athletics stadium || bedlam series
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a78f3d255429970f5fffdf1,The National Council meets where in the Federal Palace?,Bern,insufficient,insufficient,0.9036150706714283,0.9036150706714283,0,0,"Federal Palace of Switzerland || Federal Assembly (Switzerland) || Lohn Estate || Swiss Federal Council || Ministry of State for Federal National Council Affairs, United Arab Emirates",,national council (switzerland),national council (switzerland)
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a791a97554299148911f9f2,"Which Netflix series ""Unbreakable"" character is Elizabeth Claire Kemper known for playing?","Kimberly Couger ""Kimmy"" Schmidt",insufficient,insufficient,0.43373733393785546,0.43373733393785546,0,1,Ellie Kemper || Netflix || The Office (U.S. TV series) || Unbreakable Kimmy Schmidt || 21 Jump Street (film),,kimmy schmidt,kimmy schmidt
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a79395455429970f5fffe7d,"What was the name of the lead character in the 1960s sitcom ""Get Smart"", which also featured an American actress born in 1933?",Maxwell Smart,insufficient,insufficient,0.7408085552154214,0.7408085552154214,0,0,Barbara Feldon || Get Smart || Character actor || Television || Theatre,,"get smart, again!","get smart, again!"
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a797bd95542994bb9457016,What age was Georgia Middleman when she started singing in the seventh-most populated city in the United States?,ten,insufficient,insufficient,0.5394012085956429,0.5394012085956429,0,0,Georgia Middleman || Country music || Dick Wagner || Merle Haggard || New York University,,san antonio,san antonio
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a79b525554299029c4b5f67,"What performing traditionally from the longest continental mountain range in the world, are Grupo Aymara famous for?",traditional music,insufficient,insufficient,0.5442741854076166,0.5442741854076166,0,0,Cajamarca Region || Grupo Aymara || Grupo Continental (Honduras) || List of longest mountain chains on Earth || Aymara language,,andes,andes
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a79d2fe5542994f819ef0c3,"Who was born first, Aleksandr Ivanovsky or Arthur Lubin?",Aleksandr Ivanovsky,insufficient,insufficient,0.9004007387402579,0.9004007387402579,0,0,Aleksandr Ivanovsky || Film director || Operetta film || Russia || Screenwriter,,arthur lubin,arthur lubin
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a79e1275542990198eaefe7,The 19 high-rise commercial buildings covering 22 acres between 48th and 51st Streets in New York City feature which style of architecture?,The Art Deco style,insufficient,insufficient,0.8308317638217971,0.8308317638217971,0,0,Rockefeller Center || New York City || 51st Street (Manhattan) || Commerce || Fifth Avenue,,art deco in the united states,art deco in the united states
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a79ea435542996c55b2dc9e,Who was the captain of the only battleship to provide gunfire support during the Vietnam War?,Rear Adm. J. Edward Snyder,insufficient,insufficient,0.7819999569161707,0.7819999569161707,0,0,USS New Jersey (BB-62) || Battleship || Iowa-class battleship || New Jersey || French battleship Paris,,j. edward snyder,j. edward snyder
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a79eef75542996c55b2dca6,Hotel Splendide is a British film from 2000 that features which James Bond actor?,Daniel Craig,insufficient,insufficient,0.8269926839964638,0.8269926839964638,0,0,Hotel Splendide (1932 film) || Hotel Splendide (film) || Cinematograph Films Act 1927 || Michael Powell || Independent film,,daniel craig,daniel craig
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a79f04d5542996c55b2dca7,"Which long-established US university is older: University of California, Berkeley or Syracuse University?","University of California, Berkeley",insufficient,insufficient,0.9394707064638088,0.9394707064638088,0,0,"Southside, Berkeley, California || List of University of California, Berkeley faculty || University of California, Berkeley student housing || University of California, Berkeley School of Information || People's Park (Berkeley)",,"syracuse university || university of california, berkeley","syracuse university || university of california, berkeley"
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a79f6825542996c55b2dcb4,New Jersey politicians Linda Stender and Leonard Lance were born within a year of each other beginning in which year?,1952,sufficient,sufficient,0.7687633455318738,0.7687633455318738,0,0,Linda Stender || 22nd Legislative District (New Jersey) || Leonard Lance || Mike Ferguson (New Jersey politician) || New Jersey,,,
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a79fc8b5542994f819ef114,Rimo I and Passu Sar are both part of which mountain range?,Karakoram mountain range,insufficient,insufficient,0.300542940748719,0.300542940748719,0,1,Passu Sar || Batura Sar || Batura Muztagh || Gilgit District || Gilgit-Baltistan,,rimo i,rimo i
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7a112a5542990783324e2b,What kind of musicians are Mark Gaudet and Jan Axel Blomberg?,drummer,insufficient,insufficient,0.796058648777959,0.796058648777959,0,0,Jan Axel Blomberg || Arcturus (band) || Heavy metal music || Hellhammer || Mayhem (band),,mark gaudet,mark gaudet
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7a633a55429941d65f2609,"Who was born last, Dave Peverett or Jang Hyun-seung?",Jang Hyun-seung,insufficient,insufficient,0.9324502744532437,0.9324502744532437,0,0,Jang Hyun-seung || Cube Entertainment || Highlight (band) || Melon Music Awards || South Korea,,dave peverett,dave peverett
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7a73e45542996c55b2ddb6,Evan Buliung played the character Aragon who is based on a character in a book series written by which author? ,J. R. R. Tolkien,sufficient,sufficient,0.8239098184842123,0.8239098184842123,0,0,Evan Buliung || Lord of the Rings (musical) || Aragorn || Canada || Pericles,,,
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,sufficient,sufficient,0.7058081812139377,0.7058081812139377,0,0,Brady Seals || All American (Nick Carter album) || Nick Carter (musician) || I Will Wait (Nick Carter song) || The Truth (Brady Seals album),,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7aa0a55542990198eaf165,"Who was born first, Sathish Kalathil or Jacques Feyder?",Jacques Feyder,insufficient,insufficient,0.8258502359493844,0.8258502359493844,0,0,Sathish Kalathil || Film || Film director || Film producer || Jalachhayam,,jacques feyder,jacques feyder
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7aa2a255429941d65f270e,"Who was born first, Chester Bennington or Mikael Stanne?",Bengt Mikael Stanne,insufficient,insufficient,0.8973174498544494,0.8973174498544494,0,0,Mikael Stanne || Dark Tranquillity || HammerFall || Melodic death metal || Power metal,,chester bennington,chester bennington
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7ae38c5542992d025e6721,"Who was older when they died, Teinosuke Kinugasa or Don O. Newland",Teinosuke Kinugasa,insufficient,insufficient,0.7388751242752418,0.7388751242752418,0,0,Teinosuke Kinugasa || Palme d'Or || Actor || Cannes Film Festival || Film director,,don o. newland,don o. newland
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7af2a455429931da12c998,"Palm Springs lies in Palm Beach County, the third most populated county in its state. Which major U.S. city is it near?",Miami,sufficient,sufficient,0.9085367834620237,0.9085367834620237,0,0,"Palm Beach County, Florida || Palm Springs, Florida || Palm Beach State College || Palm Beach County Library System || North Palm Springs, California",,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b1023554299042af8f6c2," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,insufficient,insufficient,0.93656314484612,0.93656314484612,0,0,The Many Adventures of Winnie the Pooh || The Many Adventures of Winnie the Pooh (attraction) || The Wonderful Thing About Tiggers || The New Adventures of Winnie the Pooh || Winnie the Pooh: Adventures in the 100 Acre Wood,,ride a wild pony,ride a wild pony
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7b18d25542992d025e6768,Who distributed a American-Indian-Irish computer-animated comedy-adventure film starring an Irish actor known for playing Miles O'Brien?,Lionsgate,sufficient,sufficient,0.5809946519876448,0.5809946519876448,0,0,Liam O'Brien (actor) || Albert (film) || Dino Time || Norm of the North || Colm Meaney,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b1c6b55429931da12c9ca,"Johnny Edwards and Ian Anderson are singers, who had joined the greater number of bands?","John Douglas ""Johnny"" Edwards",insufficient,insufficient,0.8929870672724778,0.8929870672724778,0,0,Johnny Edwards (musician) || Buster Brown (band) || Foreigner (band) || King Kobra || Montrose (band),,ian anderson,ian anderson
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b24fe55429931da12c9f7,"Which dog breed has more derivative breeds from the original, German Spitz or Norfolk Spaniel?",German Spitz,insufficient,insufficient,0.7635160223139087,0.7635160223139087,0,0,German Spitz || German Spitz (Klein) || Dog breed || Dog || Dog type,,norfolk spaniel,norfolk spaniel
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b3ec95542995eb53be8d3,Edward C. Hugger and Alexander Acosta served at appointees for what job?,Secretary of Labor,insufficient,insufficient,0.6002778555602424,0.6002778555602424,0,0,Alexander Acosta || Bomb Hugger || Hugger Mugger (novel) || Edward Bruce Alexander || Donald Trump,,edward c. hugler,edward c. hugler
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b4073554299042af8f733,"Why did basketball player, ""The Process"" not play in the 77th season?",leg injury,insufficient,insufficient,0.9185964224478316,0.9185964224478316,0,0,Why She Would Not || Tweener (basketball) || Cherry picking (basketball) || Why Did I Get Married? (play) || Las Vegas Thunderbirds,,2015–16 philadelphia 76ers season || joel embiid,2015–16 philadelphia 76ers season || joel embiid
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7b41b555429931da12ca3f,Air Chief Marshal Hugh Caswall Tremenheere Dowding was unwillingly replaced in command by a senior commander in the Royal Air Force born on what date?,23 December 1893,insufficient,insufficient,0.33430877373802914,0.33430877373802914,0,1,Hugh Dowding || Air chief marshal || Royal Air Force || Air Defence of Great Britain || RAF Fighter Command,,"sholto douglas, 1st baron douglas of kirtleside","sholto douglas, 1st baron douglas of kirtleside"
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b493855429931da12ca58,The Good Dinosaur features the voice of what Canadian-born New Zealand actress?,Anna Helene Paquin,insufficient,insufficient,0.9362389876423095,0.9362389876423095,0,0,Lori Dungey || Susan Brady (actress) || New Zealand Police Long Service and Good Conduct Medal || New Zealand Fire Brigades Long Service and Good Conduct Medal || Long Service and Good Conduct Medal (New Zealand),,anna paquin || the good dinosaur,anna paquin || the good dinosaur
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b55375542995eb53be91f,"Who did the player nicknamed ""The Human Highlight Film"" play for after he left the Atlanta Hawks?",Boston Celtics,insufficient,insufficient,0.8950712088052281,0.8950712088052281,0,0,"1985–86 Atlanta Hawks season || Dominique Wilkins || Atlanta Hawks, LLC || List of Atlanta Hawks head coaches || Banjul Hawks FC",,1994–95 atlanta hawks season,1994–95 atlanta hawks season
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b85ac5542997c3ec971ef,Milo Parker starred in which 2014 movie alongside Gillian Anderson?,Robot Overlords,insufficient,insufficient,0.7862788477775334,0.7862788477775334,0,0,List of awards and nominations received by Gillian Anderson || Milo Parker Jewett || Francesca Fowler || Camille Anderson || Milo Parker,,robot overlords,robot overlords
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b89a3554299294a54a9e3,A Big Daddy is a fictional character in a series that has sold more than how many copies? ,25 million copies,insufficient,insufficient,0.6527457034813338,0.6527457034813338,0,0,Daddy Who? Daddy Cool || Survival (series) || Big Daddy (BioShock) || Treasure Hunting (series) || Daddy Cool (band),,bioshock (series),bioshock (series)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7bb2595542995eb53be99b,"Who was born first, George Kuchar or Arthur Penn?",Arthur Hiller Penn,insufficient,insufficient,0.8863331673339299,0.8863331673339299,0,0,George Kuchar || It Came from Kuchar || Film director || Underground film || Video art,,arthur penn,arthur penn
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7bb7f2554299042af8f7b6,"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?",Gweilo,insufficient,insufficient,0.5239602983382898,0.5239602983382898,0,0,Gweilo || Cantonese slang || Ethnic groups in Europe || Western world || Queen (slang),,ghosts (2006 film),ghosts (2006 film)
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7bc0755542995eb53be9a5,The series of novels that reference numerous locations and incorporates themes from multiple genres is titled what?,The Dark Tower,sufficient,sufficient,0.6525985601694129,0.6525985601694129,0,0,The Dark Tower (series) || Places in The Dark Tower series || List of regions in Faerûn || Dark fantasy || Horror fiction,,,
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7bea3d5542996dd594b847,"What actor replaced the Welch actor born in 1978 who played Robin Hood in the first season of ""Once upon a Time""?",Sean Maguire,sufficient,sufficient,0.6576272546152767,0.6576272546152767,0,0,Robin Hood (Once Upon a Time) || Once Upon a Time (TV series) || Robin Hood || Tom Ellis (actor) || American Broadcasting Company,,,
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7bf0d75542996dd594b85c,"What American actor born in 1946 was in a 1996 martial arts film written, produced, and directed by Donald G. Jackson and is also the uncle of Charlie Sheen?","Joseph ""Joe"" Estevez",insufficient,insufficient,0.2573582455983194,0.2573582455983194,0,1,Joe Estevez || The Legend of the Roller Blade Seven || Charlie Sheen || Martin Sheen || Emilio Estevez,,max hell frog warrior,max hell frog warrior
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c0dab5542997c3ec972d2,"Los Angeles Historic-Cultural Monument (No. 139) hosted an event by what organization on Oct 12, 1991?",IFBB professional bodybuilding,insufficient,insufficient,0.6588648724693796,0.6588648724693796,0,0,Shrine Auditorium || Los Angeles Historic-Cultural Monument || Los Angeles || California || Shriners,,1991 ms. olympia,1991 ms. olympia
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c17c95542990527d5544d,"A guitar player called Noodles is a longtime member of which band, The Smashing Pumpkins or The Offspring?",The Offspring,insufficient,insufficient,0.9384999548641337,0.9384999548641337,0,0,The Smashing Pumpkins || List of the Smashing Pumpkins band members || Untitled (The Smashing Pumpkins song) || Drown (The Smashing Pumpkins song) || A Gothic–Industrial Tribute to Smashing Pumpkins,,the offspring,the offspring
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7c221f554299683c1c62d2,"New Hampshire Route 124 runs between two regions, one of which is found in Cheshire County, New Hampshire, United States with the population of about 2000 and is named what?",Marlborough,sufficient,sufficient,0.6750315874386941,0.6750315874386941,0,0,"New Hampshire Route 124 || Marlborough, New Hampshire || New Hampshire || Massachusetts || Cheshire County, New Hampshire",,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c22bb554299683c1c62d3,"Was California State University, Dominguez Hills founded before or after Pacific Lutheran University?","Pacific Lutheran University (PLU), founded by Norwegian Lutheran pioneers in 1890",insufficient,insufficient,0.918532881115346,0.918532881115346,0,0,"California State University, Dominguez Hills || President of California State University, Dominguez Hills || California State University || Cal State Dominguez Hills Toros || Carson, California",,pacific lutheran university,pacific lutheran university
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c25035542997c3ec972e5,"Qazi is a Kashmiri singer that won ""Fame Gurukul"" along with a singer born where?",Kolkata,insufficient,insufficient,0.5592924569863267,0.5592924569863267,0,0,Qazi Touqeer || Fame Gurukul || Fame Academy || Kashmiri language || Hindi,,ruprekha banerjee,ruprekha banerjee
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7c25895542997c3ec972e6,Arena Bowl XII included what team coached by current head coach of the Washington Redskins?,Orlando Predators,sufficient,sufficient,0.8664764619719839,0.8664764619719839,0,0,1971 Washington Redskins season || 1970 Washington Redskins season || Jay Gruden || Mike Dailey || Arena Bowl XII,,,
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7c38c955429935c91b5132,"What characteristic meaning it's transferable between species, does monkeypox and cowpox virus both share?",zoonotic,sufficient,sufficient,0.6495517887516047,0.6495517887516047,0,0,Monkeypox virus || Cowpox || Orthopoxvirus || Poxviridae || Smallpox,,,
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c572655429935c91b5166,"Who lived longer, Tony Richardson or Giorgio Ferroni?",Giorgio Ferroni,insufficient,insufficient,0.9027118242724091,0.9027118242724091,0,0,Giorgio Ferroni || Film director || Film editing || Screenwriter || Blood for a Silver Dollar,,tony richardson,tony richardson
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c67c15542990527d55498,Who was the electoral division that James Tully  represented in 1928 named after?,Sir Edmund Barton,insufficient,insufficient,0.902494017413451,0.902494017413451,0,0,Electoral division of Gillen || Electoral divisions of the Northern Territory || Electoral division of Palmerston || Francis James Gillen || Electoral division of Wagaman,,division of barton || james tully (australian politician),division of barton || james tully (australian politician)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c8ae855429935c91b5207,Which member of The New Russian School was both a doctor and a chemist besides being a composer?,Alexander Porfiryevich Borodin,insufficient,insufficient,0.688130294006127,0.688130294006127,0,0,Borodin (disambiguation) || Alexander Borodin || Alexander Knyazev || Rex Richards (chemist) || Vasily Severgin,,the mighty handful,the mighty handful
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7ca98f55429935c91b5288,What religion was the martyr to whom the Lady of the Valey statue is dedicated?,Christian,insufficient,insufficient,0.9203364104527368,0.9203364104527368,0,0,"Our Lady of the Rockies || Lady on the rock (statue) || Statue of Our Lady of Miracles, Jaffna patao || Lady of the Valley || Birth of the New World",,saint george,saint george
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7cbf8c554299452d57b9f4,"Which came out first, Dinosaur or McFarland, USA",Dinosaur,insufficient,insufficient,0.9313071450915217,0.9313071450915217,0,0,"McFarland School District || McFarland, USA || Jamarkus McFarland || Cassie McFarland || McFarland High School (Wisconsin)",,dinosaur (film),dinosaur (film)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7cd7f055429909bec7683e,What school was the actress who appeared with Michelle Williams in the last play by Russian playwright Anton Chekhov attending when she was signed on for a talent holding deal?,Juilliard School,insufficient,insufficient,0.6982307140961715,0.6982307140961715,0,0,Jessica Chastain || The Wedding (Chekhov play) || The Notebook of Trigorin || Three Sisters (play) || Jessica Chastain on screen and stage,,the cherry orchard,the cherry orchard
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7cdd6b55429909bec76858,"Which band formed earlier, Edward Sharpe and the Magnetic Zeros or Louis XIV?",Louis XIV,insufficient,insufficient,0.9203835079739003,0.9203835079739003,0,0,Edward Sharpe and the Magnetic Zeros || Edward Sharpe and the Magnetic Zeros (album) || Home (Edward Sharpe and the Magnetic Zeros song) || PersonA || Here (Edward Sharpe album),,louis xiv (band),louis xiv (band)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7ce0ce554299452d57ba92,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,insufficient,insufficient,0.6017310837578709,0.6017310837578709,0,0,"Temple of Music || Assassination of William McKinley || Buffalo, New York || Pan-American Exposition || New York (state)",,assassination of james a. garfield,assassination of james a. garfield
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7cfea2554299452d57babe,"Which aired first, Life After People or Werner Herzog Eats His Shoe?",Werner Herzog Eats His Shoe,insufficient,insufficient,0.9242290548944507,0.9242290548944507,0,0,Werner Herzog Eats His Shoe || Werner Herzog || Errol Morris || Even Dwarfs Started Small || Gates of Heaven,,life after people,life after people
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7d1c525542995ed0d165f2,"Where is the host of the American survival skills reality show, The Island, originally from?",Northern Ireland,insufficient,insufficient,0.8896026012911403,0.8896026012911403,0,0,Cody Lundin || Survive This (season 2) || The Island (U.S. TV series) || Matt Graham (survivalist) || Critics' Choice Television Award for Best Reality Show Host,,bear grylls,bear grylls
top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7d3470554299452d57bb56,A scam involving a male calling small town fast-food restaurants and pretending to be a police officer to have them strip search employees was turned into a movie of what name?,Compliance,sufficient,sufficient,0.7124678076888086,0.7124678076888086,0,0,Strip search phone call scam || Strip search || Prank call || Gas leak phone call scam || Compliance (film),,,
top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7d54165542995f4f402256,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area?",Yellowcraig,insufficient,insufficient,0.33410535108187667,0.33410535108187667,0,1,Dirleton Castle || East Lothian || Lothian and Borders || Dirleton || Scotland,,yellowcraigs,yellowcraigs
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7dbb605542997cc2c47486,Many jack-in-the-boxes use an English nursery rhyme with a Roud Folk Song Index number of what?,5249,insufficient,insufficient,0.8778018878468068,0.8778018878468068,0,0,Jack Be Nimble || Jack Sprat || Needles and Pins (nursery rhyme) || Simple Simon (nursery rhyme) || Jack and Jill (nursery rhyme),,jack-in-the-box || pop goes the weasel,jack-in-the-box || pop goes the weasel
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7dc7735542990b8f503a93,Born 2 B.R.E.E.D. was co-written by the late singer-songwriter who has sold over how many records worldwide?,100 million,insufficient,insufficient,0.8715292663706122,0.8715292663706122,0,0,Ricardo Montaner || Rhett Lawrence || Mark Owen || Juanes discography || Josh Groban,,born 2 b.r.e.e.d. || prince (musician),born 2 b.r.e.e.d. || prince (musician)
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7df7115542990b8f503b0f,Who was born first out of Todd Field and Aaron Katz?,William Todd Field,insufficient,insufficient,0.8958311334097424,0.8958311334097424,0,0,"Aaron Katz (filmmaker) || Aaron Katz (Major General) || Aaron and Todd Helbing || Portland, Oregon || United States",,todd field,todd field
top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7e05ba5542995f4f402392,For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,The Late Late Show,insufficient,insufficient,0.6895062738998099,0.6895062738998099,0,0,One Night Only (TV series) || For One Night Only (Irish TV series) || Stefan Raab || One Man Show (album) || Roger Swain,,gay byrne,gay byrne
