reranker_label,reranker_variant_id,selection_key,case_type,original_id,question,gold_answer,label_top5,label_topk,risk_top5,risk_topk,retrieved_more,answered,top5_titles,topk_new_titles,missing_support_top5,missing_support_topk
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a8ec55f5542995a26add50c,At what height does State Route 160 start?,4145 ft,insufficient,insufficient,0.8949404950912719,0.8949404950912719,0,0,Tennessee State Route 160 || Ohio State Route 160 || Washington State Route 160 || Maine State Route 160 || Virginia State Route 160,,black mountain kentucky,black mountain kentucky
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a8efef05542997ba9cb3178,In what city did Jack J. Stephans coach from 1979 to 1980?,New York City,insufficient,insufficient,0.23160003634351803,0.23160003634351803,0,1,Jack Stephans || New Jersey City University || 1980 Washington Redskins season || William Paterson University || Michael Stephans,,fordham university,fordham university
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a8effb55542997ba9cb317f,Who is the host of Wall of Fame known for his partnership with?,Matt Lucas,insufficient,insufficient,0.9084731222161746,0.9084731222161746,0,0,Piteå Wall of Fame || Missouri Wall of Fame || Little Brown Jug (horse race) || Little Brown Jug Wall of Fame || Syracuse Baseball Wall of Fame,,david walliams || wall of fame game show,david walliams || wall of fame game show
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a8f2ba155429918e830d1b9,What theme park was seen as a competitor for Ocean Park Hong Kong and opened in September 2005?,Hong Kong Disneyland,sufficient,sufficient,0.6081821871056399,0.6081821871056399,0,0,"Ocean Park Hong Kong || Hong Kong Disneyland || Murray MacLehose, Baron MacLehose of Beoch || Hong Kong Disneyland Resort || Nam Long Shan",,,
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a8f45385542997ba9cb320a,Dahlia and Aruncus are both examples of what type of plant catagorization?,genus,sufficient,sufficient,0.6592855766280349,0.6592855766280349,0,0,Aruncus dioicus || Aruncus || Dahlia || List of Dahlia species || Award of Garden Merit,,,
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a8f45ca5542997ba9cb320e,"What type of film are both ""500 Years Later"" and ""Manson""?",documentary,insufficient,insufficient,0.3391240228798209,0.3391240228798209,0,1,500 Years Later || Manson-Guise Engine || Andy Manson || Manson crater || Ted Manson,,manson film,manson film
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a8f51695542992414482a3e,What space mission is the Rear Admiral astronuat born 1923 known for?,Mercury Seven,insufficient,insufficient,0.886679223703082,0.886679223703082,0,0,Rear admiral || Rear admiral (Australia) || Craig E. Steidle || William S. Cowles || Rear admiral (Royal Navy),,alan shepard || moon shot,alan shepard || moon shot
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a8f68795542992414482ab5,"What member of the South Korean-Chinese boy group EXO stars in the upcoming movie ""The Underdog""?",Do Kyung-soo,insufficient,insufficient,0.8853669586766285,0.8853669586766285,0,0,Xiumin || Suho || Byun Baek-hyun || Exo (band) || Chen (singer),,d o entertainer || the underdog film,d o entertainer || the underdog film
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a8f979255429918e830d288,What park is just south of the location where the New York Jets played prior to moving to Shea Stadium? ,Central Park,insufficient,insufficient,0.4797171156967312,0.4797171156967312,0,0,Shea Stadium || New York Jets || Flushing Meadows–Corona Park || Baseball park || 1977 New York Jets season,,1964 new york jets season || polo grounds,1964 new york jets season || polo grounds
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a901e5c55429933b8a2047c,Who is the author of the 1993 production Madge Ryan participated in?,Euripides,insufficient,insufficient,0.30715441995478043,0.30715441995478043,0,1,Madge Ryan || A Clockwork Orange (film) || Summer of the Seventeenth Doll || Who Is Killing the Great Chefs of Europe? || Summer Holiday (1963 film),,medea play,medea play
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a9030ef5542995651fb50e4,Show Her is a song written by a country music artist who is also a former player of what sport?,American football,insufficient,insufficient,0.20542069347072622,0.20542069347072622,0,1,Show Her || I See Me || Country Star (song) || Star of the Show || Her (song),,mike reid singer,mike reid singer
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a906c795542990a98493640,What has David Bowie done in The Lodge?,mastered recordings,insufficient,insufficient,0.8734793193420276,0.8734793193420276,0,0,The Hype (David Bowie band) || The Collection (David Bowie album) || David Bowie (disambiguation) || The World of David Bowie || The Lodge (audio mastering),,david bowie,david bowie
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a90b43455429916514e7523,What town host an annual media finance conference that has featured an Australian-born American media mogul?,"Sun Valley, Idaho",insufficient,insufficient,0.878099260070457,0.878099260070457,0,0,Bilderberg Group || 2017 Bilderberg Conference || European Finance Association || Allen & Company Sun Valley Conference || Australasian Political Studies Association,,rupert murdoch,rupert murdoch
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a90b4fe55429916514e7525,How many films did the star of Tum Milo Toh Sahi appear in? ,110,insufficient,insufficient,0.1521553592392454,0.1521553592392454,0,1,Tum Milo Toh Sahi || Bollywood || Anjana Sukhani || Rehan Khan || Dimple Kapadia,,suniel shetty,suniel shetty
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a90cb205542995651fb51fe,Who was the probably maternal grandfather of Edmund II?,Thored,insufficient,insufficient,0.8430645154174525,0.8430645154174525,0,0,"Amras || Ismail II || Musa Soltan Torkaman || J. R. R. Tolkien || Baldwin II, Margrave of Flanders",,edmund ironside || lfgifu of york,edmund ironside || lfgifu of york
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5ab1dcab5542993be8fa985e,"What was the middle name of the actress who was cast alongside Harvey Fierstein, Linda Hart, Dick Latessa, Clarke Thorell, Mary Bond Davis, Laura Bell Bundy, Matthew Morrison, Corey Reynolds, and Marissa Jaret Winokur in Hairspray?",Marie,insufficient,insufficient,0.1471380106643762,0.1471380106643762,0,1,Hairspray (2002 album) || Marissa Jaret Winokur || Laura Bell Bundy || Mary Bond Davis || Dick Latessa,,kerry butler,kerry butler
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5ab1e36d554299449642c7f9,Are Northwestern University and Middlebury College both private schools?,yes,insufficient,insufficient,0.3545943756770473,0.3545943756770473,0,1,Middlebury College || University of Northwestern – St. Paul || Middlebury College Language Schools || Private university || C.V. Starr-Middlebury Schools Abroad,,northwestern university,northwestern university
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab1e3bb554299340b52541a,the work of The Last Poets and Gil Scott Heron inspired music that fits under what larger sub-genre?,underground hip hop,insufficient,insufficient,0.914119277690172,0.914119277690172,0,0,Gil Scott-Heron || The Mind of Gil Scott-Heron || The Best of Gil Scott-Heron || Gil Heron || Secrets (Gil Scott-Heron album),,political hip hop || underground hip hop,political hip hop || underground hip hop
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5ab266b5554299340b5254b4,The term Moneybomb was coined by Trevor Lyman to describe a massive online donation drive on behalf of a presidential candidate that was the first chairman of what PAC? ,Citizens for a Sound Economy,insufficient,insufficient,0.261253051900178,0.261253051900178,0,1,"Moneybomb || Trevor Lyman || United States presidential election, 2012 || Mass media || Ron Paul presidential campaign, 2008",,ron paul,ron paul
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab29346554299545a2cf997,"What CBS-affiliated station serves Pontotoc County, Oklahoma?",KXII,insufficient,insufficient,0.8964984034490463,0.8964984034490463,0,0,"Pontotoc County, Oklahoma || Pontotoc, Oklahoma || Johnston County, Oklahoma || Oklahoma || Pontotoc County Courthouse",,ada oklahoma || kxii,ada oklahoma || kxii
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab2958a554299449642c911,3:10 to Yuma starred what American actor also known for his role as Hoban Washburne?,Alan Tudyk,insufficient,insufficient,0.5642804031261763,0.5642804031261763,0,0,Alan Tudyk || Con Man (web series) || American Broadcasting Company || The 3:10 to Yuma || A Knight's Tale,,3 10 to yuma 2007 film,3 10 to yuma 2007 film
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab2958c554299449642c912,"When was the only long-term psychiatric hospital operated founded in a county in the USA with a population of 9,298 in 2010?",in 1877,insufficient,insufficient,0.7544349910458208,0.7544349910458208,0,0,"Tower Psychiatric Hospital || Warm Springs, Montana || State hospital || Eastern Shore Hospital Center || Psychiatric hospital",,deer lodge county montana,deer lodge county montana
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab29b07554299194fa93440,Which city in the Baltimore metropolitan area includes a lake and surrounding park?,"Columbia, Maryland",insufficient,insufficient,0.8692138798968407,0.8692138798968407,0,0,Baltimore metropolitan area || Baltimore–Washington metropolitan area || Falls Road station || Lake Oroville State Recreation Area || Maryland,,columbia maryland || lake elkhorn,columbia maryland || lake elkhorn
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab29c24554299449642c932,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,yes,insufficient,insufficient,0.8194519227031318,0.8194519227031318,0,0,Giuseppe Verdi || Teatro Giuseppe Verdi || Opera || Giuseppe Verdi's Rigoletto Story || Teatro Lirico Giuseppe Verdi,,ambroise thomas,ambroise thomas
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5ab2acbc55429929539467d2,What island is located  808 nmi northwest of the capital of Hawaii?,Laysan,insufficient,insufficient,0.2624070517309387,0.2624070517309387,0,1,Area code 808 || Hawaii || Wake Island || Midway Atoll || Hawaiian Islands,,honolulu || laysan,honolulu || laysan
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5ab2b630554299545a2cfa17,Are the films Gasland from 2010 and Pumping Iron from 1977 both documentaries?,yes,sufficient,sufficient,0.548813251321112,0.548813251321112,0,0,Pumping Iron || Gasland || Arnold Schwarzenegger || Pumping Iron II: The Women || Mike Katz,,,
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab2b8fe5542991669774070,Which American car rental company is also a member of the Association of Car Rental Industry Sytems Standards?,Budget Rent a Car,insufficient,insufficient,0.45003951538855735,0.45003951538855735,0,0,American Car Rental Association || Car rental || The Hertz Corporation || Europcar || ACRISS Car Classification Code,,budget rent a car,budget rent a car
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab2be12554299295394686b,Who was the football manager that played in the Football League Cup in 1985 and managed to lead the Birmingham City Football Club's 103rd season to finish in the 18th position?,"Stephen Roger ""Steve"" Bruce",insufficient,insufficient,0.7119545106751299,0.7119545106751299,0,0,1985–86 Birmingham City F.C. season || 2005–06 Birmingham City F.C. season || 1985–86 FA Cup || John Bond (footballer) || 1909–10 Birmingham F.C. season,,steve bruce,steve bruce
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab2e3a15542992953946893,"The author of ""The New American Story "" served three terms as a US Senator from what state?",New Jersey,insufficient,insufficient,0.7747125604595084,0.7747125604595084,0,0,Donald W. Riegle Jr. || John Speed Smith || Green Clay Smith || Thomas Murphy (Collector) || Sharpe James,,bill bradley || the new american story,bill bradley || the new american story
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab31864554299233954ff06,What class of instrument does Apatim Majumdar play?,strings,insufficient,insufficient,0.6818194920606098,0.6818194920606098,0,0,First-class cricket || Anustup Majumdar || Debu Majumdar || Bengal cricket team || Cricket,,apratim majumdar || sarod,apratim majumdar || sarod
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5ab32fc355429969a97a80fa,Was Vanderbilt University or Emory University founded first?,Emory University.,sufficient,sufficient,0.46890901352316106,0.46890901352316106,0,0,Vanderbilt University || Emory University || Wyatt Emory Cooper || CNN || Emory University School of Medicine,,,
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5ab3bcc55542992ade7c6e66,In which election did Norm Coleman won to become the last republican elected as of 2017?,2002,sufficient,sufficient,0.7227474715593823,0.7227474715593823,0,0,"Norm Coleman || United States Senate election in Minnesota, 2002 || United States Senate election in Minnesota, 2008 || Political positions of Norm Coleman || Republican Party of Minnesota",,,
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab3c7df55429969a97a81be,"which is larger, Hunchun or Shijiazhuang?",Shijiazhuang,insufficient,insufficient,0.9100496684475173,0.9100496684475173,0,0,Hunchun || Hunchun River || China National Highway 302 || G12 Hunchun–Ulanhot Expressway || Tumen River,,shijiazhuang,shijiazhuang
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5ab3eb1955429969a97a81f6,The comedy play written by Shakespeare titled Twelfth Night is also know by what name?,What You Will,insufficient,insufficient,0.8540019990591153,0.8540019990591153,0,0,Viola (Twelfth Night) || Twelfth Night || Orsino (Twelfth Night) || Play On! || Twelfth Night (1955 film),,chiltern shakespeare company,chiltern shakespeare company
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5ab3f24c5542992ade7c6eef,What was Alexander Glazunov doing when he started composing Symphony No. 9 in D minor?,He served as director of the Saint Petersburg Conservatory,sufficient,sufficient,0.7308085925382467,0.7308085925382467,0,0,Symphony No. 9 (Glazunov) || Symphony No. 6 (Glazunov) || Symphony No. 2 (Glazunov) || Symphony No. 1 (Glazunov) || Alexander Glazunov,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a713a5a5542994082a3e6a9,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,Manchester United,insufficient,insufficient,0.608210695020003,0.608210695020003,0,1,"Old Trafford, Greater Manchester || Trafford || Stretford || Old Trafford || Gorse Hill",,manchester united f c in european football,manchester united f c in european football
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a713b325542994082a3e6b5,What was the capital of India when the Taj Mahal was commissioned?,Agra,insufficient,insufficient,0.8881829282725527,0.8881829282725527,0,0,Origins and architecture of the Taj Mahal || Taj Mahal || The Taj Mahal Palace Hotel || Taj Mahal Bangladesh || Taj Mahal (palace),,agra fort,agra fort
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a714b645542994082a3e78b,What year did Lindsey Broad star in the movie with Russell Brand and Jonah Hill?,2010,sufficient,sufficient,0.7879919246953512,0.7879919246953512,0,0,Lindsey Broad || Lindsey Russell || Get Him to the Greek || Jonah Hill filmography || Jonah Hill,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a71646e5542994082a3e80e,What is the proper name for the steroid used by the retired British track sprinter who is one of the fastest European sprinters in the history of athletics?,Tetrahydrogestrinone,insufficient,insufficient,0.46764499629748535,0.46764499629748535,0,1,Dwain Chambers || Track and field || 60 metres || Sprint (running) || Michael Johnson (sprinter),,tetrahydrogestrinone,tetrahydrogestrinone
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a721a7655429971e9dc9271,What actor from the show Murphy Brown also had a role in a show with fellow actor Steve Howey? ,Christopher Rich,insufficient,insufficient,0.6350601431873886,0.6350601431873886,0,1,Steve Howey (actor) || Actor || Howey || Bride Wars || Supercross (film),,christopher rich actor || reba season 1,christopher rich actor || reba season 1
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a721e0e55429971e9dc928d,which university was founded first Duke University or Tufts University?,Duke University,insufficient,insufficient,0.9265374587944056,0.9265374587944056,0,0,Tufts University || Experimental College (Tufts University) || History of Tufts University || The Tufts Observer || Tufts University School of Dental Medicine,,duke university,duke university
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a722c2255429971e9dc932c,"What type of development, currently existing in Pasay, is currently being considered for malls such as one in M.A. Roxas Avenue in Clark Freeport, Angeles City in Pampanga Philippines?",SM Lifestyle Cities,insufficient,insufficient,0.7113959713969863,0.7113959713969863,0,0,"SM City Clark || Clark Freeport Zone || Pampanga || SM City Pampanga || Mexico, Pampanga",,sm lifestyle city,sm lifestyle city
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7264ed5542990c210a411a,What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,Blood and soil,insufficient,insufficient,0.4211600597602885,0.4211600597602885,0,1,Lebensraum || World War II || Nazi Germany || World War I || Nazi Party,,blood and soil,blood and soil
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a72830e5542994cef4bc2f9,"Where is the company that distributed XXXTentacion's single ""Revenge"" based?","San Francisco, California",sufficient,sufficient,0.6564278440697082,0.6564278440697082,0,0,Revenge (XXXTentacion album) || Look at Me (XXXTentacion song) || Revenge (song) || Empire Distribution || XXXTentacion,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a728b1c5542992359bc30e0,"Which member of the boy group Shinee released their first studio album ""She is""?",Jonghyun,insufficient,insufficient,0.6497203001601215,0.6497203001601215,0,1,Breaking News (Shinee song) || The Shinee World || Lucifer (Shinee album) || Five (Shinee album) || Shinee,,kim jong hyun singer || she is,kim jong hyun singer || she is
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a728f745542991f9a20c4e6,"Which magazine was founded first, Diva or Elle?",Elle,insufficient,insufficient,0.759581040179531,0.759581040179531,0,0,Elle (magazine) || Hélène Gordon-Lazareff || Lifestyle magazine || Fashion || Elle Decor,,diva magazine,diva magazine
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7294b65542991f9a20c509,What is the name of the umcoming horror film adaptation starring Melanie Griffiths daughter?,Suspiria,insufficient,insufficient,0.8158258479428413,0.8158258479428413,0,0,Shining Through || Shining Through (disambiguation) || Melanie Tem || Melanie Blatt || Melanie (film),,dakota johnson || suspiria upcoming film,dakota johnson || suspiria upcoming film
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a72953b5542994cef4bc357,What Labor member of the House of Representatives in the Australian Parliament was a member of the Australian Labor Party Australian Young Labor?,Tony Burke,insufficient,insufficient,0.8376788446645502,0.8376788446645502,0,0,Mick Young || Andrew Lacey || Australian Labor Party || Peter Khalil || Australian House of Representatives,,australian young labor || tony burke,australian young labor || tony burke
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a729cc25542991f9a20c532,Which author wrote about a woman captured by the Symbionese Liberation Army?,Paul Avery,insufficient,insufficient,0.20256787647017205,0.20256787647017205,0,1,Symbionese Liberation Army || American Woman (novel) || A Woman's Liberation || Murder || Patty Hearst,,paul avery,paul avery
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a72a3c45542994cef4bc3ac,"What is the birth name of the woman that ""A Woman Called Moses"" is based on?",Araminta Ross,insufficient,insufficient,0.2303447083934993,0.2303447083934993,0,1,"A Woman Called Moses || Harriet, the Woman Called Moses || NBC || Canada || Slavery in the United States",,harriet tubman,harriet tubman
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a72a9145542994cef4bc3c1,Which player signed to Bayern Munich before the 2012-2013 season was known mostly as a central defender?,Dante,insufficient,insufficient,0.9170841036827863,0.9170841036827863,0,0,2012–13 FC Bayern Munich season || 2013–14 FC Bayern Munich season || 1993–94 FC Bayern Munich season || 1995–96 FC Bayern Munich season || 2015–16 FC Bayern Munich season,,dante footballer,dante footballer
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a72abb95542992359bc3162,Which film was not a 3D computer-animation Cars 3 or Smith!?,Smith!,insufficient,insufficient,0.9158426162428989,0.9158426162428989,0,0,Computer animation || List of 3D rendering software || Pumpkin 3D || David A. Smith (computer scientist) || Planes (film),,cars 3 || smith,cars 3 || smith
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a72dcb45542992359bc31af,What company did Rex Maughan aquire?,Aloe Vera of America,sufficient,sufficient,0.7119110636535301,0.7119110636535301,0,0,Rex Maughan || Forever Living Products || Multi-level marketing || Rex Smith Aeroplane Company || Maughan (surname),,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a72f1cf5542994cef4bc414,Which English actor starred in the 1995 american romantic drama film The Scarlet Letter alongside Demi Moore and Robert Duvall?,Gary Oldman,insufficient,insufficient,0.09486359644790868,0.09486359644790868,0,1,The Scarlet Letter (1995 film) || Demi Moore || Robert Duvall || The Scarlet Letter || Film,,gary oldman,gary oldman
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a72f74a55429901807daf59,"Which American comedian born on March 21, 1962, appeared in the movie ""Sleepless in Seattle?""",Rosie O'Donnell,insufficient,insufficient,0.714488111963131,0.714488111963131,0,0,Sleepless in Seattle || Gaby Hoffmann || Rita Wilson || Bill Pullman || Kathy Greenwood,,rosie o donnell,rosie o donnell
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7344e95542991f9a20c6ce,What song was number 4 on the charts when a song from FutureSex/LoveSounds was number 1?,Rudebox,insufficient,insufficient,0.7376394642785935,0.7376394642785935,0,0,FutureSex/LoveSound || FutureSex/LoveSounds || FutureSex/LoveShow || Rock music || Timbaland,,rudebox song || sexyback,rudebox song || sexyback
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a73522d5542994cef4bc541,Altnahinch is located in a county that has a population density of how many per square mile? ,526,insufficient,insufficient,0.4815767701297282,0.4815767701297282,0,1,"List of cities by population density || Daisy, Kentucky || Altnahinch || Pinseque || Population density",,altnahinch dam || county antrim,altnahinch dam || county antrim
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7380b955429908901be2d4,"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc.",insufficient,insufficient,0.9248484348193677,0.9248484348193677,0,0,"Monsters, Inc. || Monsters, Inc. (franchise) || List of Monsters, Inc. characters || B.P.R.D. Hell on Earth: Gods and Monsters || Monsters, Inc. (video game)",,earth 2007 film,earth 2007 film
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a73b1855542992d56e7e388,Which actor in the film Equus is also in the film The Informers?,Colin Blakely,insufficient,insufficient,0.9198676482593651,0.9198676482593651,0,0,Common Informers Act 1575 || Common Informers Act 1623 || The Informers (1963 film) || Common Informers Act 1588 || Common Informers Act 1951,,colin blakely,colin blakely
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a73b8d655429908901be31f,"Which university is further North,  University of New Hampshire or Stony Brook University?",Stony Brook University,insufficient,insufficient,0.8260730272014812,0.8260730272014812,0,0,"Stony Brook University || Stony Brook University Hospital || Stony Brook (Souhegan River) || List of Stony Brook University buildings || Stony Brook, New York",,university of new hampshire,university of new hampshire
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a73d3ea5542992d56e7e3af,Which Native American activist was known for his involvement in the American Indian Movement which addresses incidents of police harassment and racism against Native Americans? ,Arlo Looking Cloud,insufficient,insufficient,0.4473628971640543,0.4473628971640543,0,1,American Indian Movement || Indian termination policy || Native Americans in the United States || Racism || Anna Mae Aquash,,arlo looking cloud,arlo looking cloud
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a74122f55429929fddd83da,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",Love Drunk,sufficient,sufficient,0.6994917894440622,0.6994917894440622,0,0,Love Drunk || Two Is Better Than One || Heart Heart Heartbreak || Love Drunk (Boys Like Girls song) || Boys Like Girls,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74adb455429916b01641c6,"Which occurred first, the first publication of The Ladder or Heat?",The Ladder,insufficient,insufficient,0.6609193484661778,0.6609193484661778,0,0,Daughters of Bilitis || The Ladder (magazine) || Lesbian || Irma Brandeis || Mattachine Society,,heat magazine,heat magazine
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a74d7685542996c70cfae0a,"Who was the murderer sent to ""Old Smokey"" for allegedly commiting ""The Crime of the Century""?",Richard Hauptmann,insufficient,insufficient,0.7577482408604886,0.7577482408604886,0,0,Old Smokey || Cordelia Botkin || Live in Old Smokey || Murder || Linda Lewis,,richard hauptmann,richard hauptmann
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,insufficient,insufficient,0.2575768720276066,0.2575768720276066,0,1,Steve Prohm || Tim Cluess || College basketball || Kevin Willard || Iowa State Cyclones men's basketball,,2015 16 iona gaels men s basketball team || 2015 16 iowa state cyclones men s basketball team,2015 16 iona gaels men s basketball team || 2015 16 iowa state cyclones men s basketball team
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7528e955429929fddd850e,"Which magazine began publication first, Reunions magazine or Money?",Money,insufficient,insufficient,0.3122012614699547,0.3122012614699547,0,1,Reunions magazine || Soap Opera Magazine || Magazine || Young Money (magazine) || The Friend (Quaker magazine),,money magazine,money magazine
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a75377c55429929fddd8514,Which Australian professional women's basketball team has an American playing in it?,Adelaide Lightning,insufficient,insufficient,0.6142725559913631,0.6142725559913631,0,1,Bulgaria women's national basketball team || Logan Thunder (WNBL) || Colorado Xplosion || Colorado Chill || South East Queensland Stars,,adelaide lightning || colleen planeta,adelaide lightning || colleen planeta
