split,original_id,question,gold_answer,base_label,oracle_label,base_missing_support_titles,injected_support_title_count,injected_support_titles,base_top_titles,oracle_top_titles
train,5a7e052d5542995f4f40238e,The Joggers are a four-piece band whose lead singer is the son of an American chemist who received the highest what?,Hirsch index rating,insufficient,sufficient,george m. whitesides,1,george m. whitesides,The Joggers || The Chemist (band) || 8-Ball (band) || Electronical Suicide || Lucius (band),The Joggers || George M. Whitesides || The Chemist (band) || 8-Ball (band) || Electronical Suicide
train,5a7e058f5542995f4f402390,Ann Killion co-authored a memoir with the American soccer goalkeeper who won how many Olympic golds?,two,insufficient,sufficient,hope solo,1,hope solo,Ann Killion || Sarah Killion || Marcia Ann Gillespie || Ann Cook (soccer) || Theo Killion,Ann Killion || Hope Solo || Sarah Killion || Marcia Ann Gillespie || Ann Cook (soccer)
train,5a7e05f75542995f4f402394,"Which was released first, Hot Girls Wanted or China Blue?",China Blue,insufficient,sufficient,china blue,1,china blue,"Hot Girls Wanted || Hot Girls, Bad Boys || Slow Boat to China || Blue County (album) || Hot Girls","Hot Girls Wanted || China Blue || Hot Girls, Bad Boys || Slow Boat to China || Blue County (album)"
train,5a7e0bb65542997cc2c4750a,Myron F. Diduryk's exploits were described in a book by an author holding what military rank?,lieutenant general,insufficient,sufficient,hal moore,1,hal moore,Myron F. Diduryk || Bertram Myron Gross || Vicki Myron || Military Secretary (United Kingdom) || The Exploits of Solar Pons,Myron F. Diduryk || Hal Moore || Bertram Myron Gross || Vicki Myron || Military Secretary (United Kingdom)
train,5a7e0c045542995f4f4023c5, Who was born first Doug Liman or Saul Metzstein?,"Douglas Eric ""Doug"" Liman",sufficient,sufficient,,0,,Saul Metzstein || Doug Liman || The Crimson Horror || The Name of the Doctor || Guy X,Doug Liman || Saul Metzstein || The Crimson Horror || The Name of the Doctor || Guy X
train,5a7e19e655429965cec5ea58,"Blackamoor, Lancashire lies near the banks of what river?",Ribble,sufficient,sufficient,,0,,"Blackamoor, Lancashire || Banks, Lancashire || Banks railway station || Ribchester || Kachholi","Blackamoor, Lancashire || Ribchester || Banks, Lancashire || Banks railway station || Kachholi"
train,5a7e1a2955429965cec5ea5d,The Cinematic Orchestra was signed to the record label based in what city?,London,insufficient,sufficient,ninja tune,1,ninja tune,The Cinematic Orchestra || Man with a Movie Camera (The Cinematic Orchestra album) || Vesuvius (UK record label) || Live at the Royal Albert Hall (The Cinematic Orchestra album) || The Qemists,The Cinematic Orchestra || Ninja Tune || Man with a Movie Camera (The Cinematic Orchestra album) || Vesuvius (UK record label) || Live at the Royal Albert Hall (The Cinematic Orchestra album)
train,5a7e1a5455429965cec5ea5f,Moonlight starred the actor who played whom on the remake of Hawaii Five-0?,Steve McGarrett,insufficient,sufficient,moonlight (tv series),1,moonlight (tv series),Moonlight in Hawaii || Alex O'Loughlin || Steve McGarrett || Vincent Wan (actor) || Moonlight and Honeysuckle,Alex O'Loughlin || Moonlight (TV series) || Moonlight in Hawaii || Steve McGarrett || Vincent Wan (actor)
train,5a7e1ad155429965cec5ea66,The first book in the Sprawl Trilogy won what three awards?,"Nebula Award, the Philip K. Dick Award, and the Hugo Award",insufficient,sufficient,neuromancer,1,neuromancer,Sprawl trilogy || The Inheritance Trilogy (N.K. Jemisin) || Persian Trilogy || Bridge trilogy || The Bounty Trilogy,Sprawl trilogy || Neuromancer || The Inheritance Trilogy (N.K. Jemisin) || Persian Trilogy || Bridge trilogy
train,5a7e1bae55429965cec5ea6f,Fallen In Love was based on the paranormal romance series published under what press company?,Delacorte Press,insufficient,sufficient,fallen in love,1,fallen in love,Fallen (Kate novel) || Paranormal romance || Dani Harper || Kerrelyn Sparks || Love in a Fallen City (TV series),Fallen (Kate novel) || Fallen In Love || Paranormal romance || Dani Harper || Kerrelyn Sparks
train,5a7e1cad55429965cec5ea75,Was Pocahontas made before Born in China?,yes,insufficient,sufficient,born in china || pocahontas (1995 film),2,born in china || pocahontas (1995 film),Pocahontas (franchise) || SS Pocahontas || Pocahontas School || Pocahontas County || Young Pocahontas,Born in China || Pocahontas (1995 film) || Pocahontas (franchise) || SS Pocahontas || Pocahontas School
train,5a7e1f5655429965cec5ea81,"Which footballer who is an attacking midfielder for Premier League club Stoke City, has Jim Cassell developed?",Stephen James Ireland,insufficient,sufficient,jim cassell,1,jim cassell,Stephen Ireland || Marcus Edwards || Eddy Lecygne || Nerijus Valskis || Jake Hesketh,Stephen Ireland || Jim Cassell || Marcus Edwards || Eddy Lecygne || Nerijus Valskis
train,5a7e22ed5542995ed0d166a7,"What writer is older, Bernard Malamud or Lois McMaster Bujold?",Bernard Malamud,insufficient,sufficient,bernard malamud,1,bernard malamud,List of works by Lois McMaster Bujold || Passage (Bujold novel) || Legacy (Bujold novel) || Horizon (novel) || Lois McMaster Bujold,Lois McMaster Bujold || Bernard Malamud || List of works by Lois McMaster Bujold || Passage (Bujold novel) || Legacy (Bujold novel)
train,5a7e23655542997cc2c47528,WBYA is a radio station licensed to a town with what population as of the 2010 census?,566,insufficient,sufficient,"islesboro, maine",1,"islesboro, maine","WBYA || WKVV || Putnam, Connecticut || Mahshahr Radio Station || WMNR","WBYA || Islesboro, Maine || WKVV || Putnam, Connecticut || Mahshahr Radio Station"
train,5a7e279d5542995ed0d166b5,What is the population of the birth city of Daniela Scalia?,"265,000",insufficient,sufficient,verona,1,verona,Daniela Scalia || The Legacy Run (film) || Scalia (surname) || Pietro Scalia || Eugene Scalia,Daniela Scalia || Verona || The Legacy Run (film) || Scalia (surname) || Pietro Scalia
train,5a7e283655429965cec5eaab,"The founder of this Canadian owned, American manufacturer of business jets for civilian and military developed this portable tape system.",8-track,sufficient,sufficient,,0,,Learjet || Bill Lear || General Electric CF34 || Dassault Aviation || General Electric CJ610,Bill Lear || Learjet || General Electric CF34 || Dassault Aviation || General Electric CJ610
train,5a7e2e3a55429934daa2fbe6,Ryan Fredericks plays for a professional football club based in which city ?,London,insufficient,sufficient,fulham f.c.,1,fulham f.c.,Ryan Fredericks || Elmarie Fredericks || Ryan Fraughan || Ryan McCluskey || Ryan Crowley,Ryan Fredericks || Fulham F.C. || Elmarie Fredericks || Ryan Fraughan || Ryan McCluskey
train,5a7e30b255429934daa2fbeb,"Katrina Ross starred in ""The Singing Nun"" with who as the title role?",Debbie Reynolds,insufficient,sufficient,katharine ross,1,katharine ross,The Singing Nun (film) || Katrina Conder || The Singing Nun || Katrina Begin || The Young Nun,The Singing Nun (film) || Katharine Ross || Katrina Conder || The Singing Nun || Katrina Begin
train,5a7e3117554299495941991b,Are the mountains known as Trivor and The Crown both found in Asia?,yes,insufficient,sufficient,the crown (mountain),1,the crown (mountain),Trivor || Crown Mountain (North Shore Mountains) || Crown of Polish Mountains || Pediasia alaica || Sympistis strioligera,Trivor || The Crown (mountain) || Crown Mountain (North Shore Mountains) || Crown of Polish Mountains || Pediasia alaica
train,5a7e31c055429934daa2fbee,"Which band was formed in a country closer to England, Kodaline or Rivermaya ?",Kodaline,sufficient,sufficient,,0,,Kodaline || Rivermaya || Honest (Kodaline song) || Rivermaya discography || Coming Up for Air (Kodaline album),Kodaline || Rivermaya || Honest (Kodaline song) || Rivermaya discography || Coming Up for Air (Kodaline album)
train,5a7e355055429934daa2fbf4,whodesigned the first theoretical mechanism for the detonation of an atomic bomb and was part of the group of scientists who first discovered nuclear fission?,Otto Robert Frisch,sufficient,sufficient,,0,,Otto Robert Frisch || Lise Meitner || Nuclear weapon || Nuclear fission product || History of nuclear weapons,Lise Meitner || Otto Robert Frisch || Nuclear weapon || Nuclear fission product || History of nuclear weapons
train,5a7e36815542995ed0d166d4,What two casinos border the hotel that hosted WrestleMania IX?,Bellagio and The Mirage,insufficient,sufficient,caesars palace,1,caesars palace,"WrestleMania IX || WrestleMania XXIV || WrestleMania XXVI || Golden Nugget || Sam's Town Hotel and Gambling Hall, Las Vegas",WrestleMania XXIV || Caesars Palace || WrestleMania IX || WrestleMania XXVI || Golden Nugget
train,5a7e3a3f5542995ed0d166dd,"Which singer is younger, Kenny Greene or Billy Idol?",Kenny Greene,sufficient,sufficient,,0,,Kenny Greene || Speed (Billy Idol song) || Kenny Aaronson || Billy Idol || Billy Klippert,Billy Idol || Kenny Greene || Speed (Billy Idol song) || Kenny Aaronson || Billy Klippert
train,5a7e3b585542995ed0d166df,"Which film was released first, Home on the Range or Pete's Dragon?",Home on the Range,insufficient,sufficient,home on the range (2004 film),1,home on the range (2004 film),Pete's Dragon || Pete's Dragon (1977 film) || Pete's Dragon (2016 film) || Saint Dragon || Wargame: Red Dragon,Pete's Dragon (2016 film) || Home on the Range (2004 film) || Pete's Dragon || Pete's Dragon (1977 film) || Saint Dragon
train,5a7e3c6e5542994959419937,"What big-budget epic film was released the same year as the film that focuses on a series of sudden, unexplained violent bird attacks?",Cleopatra,insufficient,sufficient,1963 in film,1,1963 in film,The Birds (film) || Sudden unexplained death in childhood || Sudden arrhythmic death syndrome || Molecular autopsy || Sudden infant death syndrome,The Birds (film) || 1963 in film || Sudden unexplained death in childhood || Sudden arrhythmic death syndrome || Molecular autopsy
train,5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word,sufficient,sufficient,,0,,"Vincas Kudirka || Tautiška giesmė || Arise, O Compatriots || National Anthem of the Dominican Republic || Liberté (anthem)","Tautiška giesmė || Vincas Kudirka || Arise, O Compatriots || National Anthem of the Dominican Republic || Liberté (anthem)"
train,5a7e4af3554299495941998c,The founder of the Ali Akbar College of Music was known for his virtuosity in what musical instrument?,the sarod,sufficient,sufficient,,0,,Ali Akbar Khan || Ali Akbar College of Music || Government Akbar Ali College || Ali-Akbar Davar || Ali Akbar Sadeghi,Ali Akbar College of Music || Ali Akbar Khan || Government Akbar Ali College || Ali-Akbar Davar || Ali Akbar Sadeghi
train,5a7e513a5542994959419996,what other school is located in the same suburb as the Ghana Police College?,Ghana Technology University College,insufficient,sufficient,tesano,1,tesano,Ghana Police Academy || Ghana Insurance College || Ghana National College || Inspector General of Police of the Ghana Police Service || Police Lines School and College,Ghana Police Academy || Tesano || Ghana Insurance College || Ghana National College || Inspector General of Police of the Ghana Police Service
train,5a7e59c855429934daa2fc0f,"Who has held more positions in the film industry, Donald Cammell or Justin David Swibel?",Justin David Swibel,sufficient,sufficient,,0,,Justin David Swibel || Donald Cammell || Justin Stangel || White of the Eye (film) || David Meek,Donald Cammell || Justin David Swibel || Justin Stangel || White of the Eye (film) || David Meek
train,5a7e60a855429949594199ae,Christopher Nixon Cox is the son of an American politician who is currently the chairman of what?,New York Republican State Committee,sufficient,sufficient,,0,,Christopher Nixon Cox || Edward F. Cox || Tricia Nixon Cox || Christopher Christian Cox || Christopher Cox,Christopher Nixon Cox || Edward F. Cox || Tricia Nixon Cox || Christopher Christian Cox || Christopher Cox
train,5a7e689f55429934daa2fc1c,Daddy was an American Pit Bull who was integral to the work of what Mexican-American dog behaviorist with over 25 years of canine experience?,Cesar Millan,sufficient,sufficient,,0,,Daddy (dog) || Cesar Millan || Cat behaviorist || American Pit Bull Terrier || Bull and Terrier,Cesar Millan || Daddy (dog) || Cat behaviorist || American Pit Bull Terrier || Bull and Terrier
train,5a7e694a5542997cc2c4753d,Who was one of the star in the South Korean horror romantic comedy film of Hwang In-ho?,Son Ye-jin,sufficient,sufficient,,0,,Hwang In-ho || Kim Hwang-ho || Hwang Seok-ho || Hwang Sang-ho || Spellbound (2011 film),Hwang In-ho || Spellbound (2011 film) || Kim Hwang-ho || Hwang Seok-ho || Hwang Sang-ho
train,5a7e6c725542991319bc94a4,"Which band was formed first, Fitz and The Tantrums or The Contortionist?",The Contortionist,insufficient,sufficient,the contortionist,1,the contortionist,Fitz and the Tantrums discography || Fitz and the Tantrums (album) || Pickin' Up the Pieces (Fitz and The Tantrums album) || Fitz and The Tantrums || HandClap,Fitz and The Tantrums || The Contortionist || Fitz and the Tantrums discography || Fitz and the Tantrums (album) || Pickin' Up the Pieces (Fitz and The Tantrums album)
train,5a7e71ab55429949594199bc,Perfect Imperfection is a 2016 Chinese romantic drama film starring a south Korean actor best known for his roles in what 2016 television drama?,Reunited Worlds,insufficient,sufficient,ahn jae-hyun,1,ahn jae-hyun,"Perfect Imperfection (film) || Romantic Doctor, Teacher Kim || Yoo Ah-in || Do Ji-han || Lee David","Perfect Imperfection (film) || Ahn Jae-hyun || Romantic Doctor, Teacher Kim || Yoo Ah-in || Do Ji-han"
train,5a7e72dd55429949594199bf,Among the prominent members of the Walla Walla expeditions was member of tribe whose reservation is how many square miles in total?,237,sufficient,sufficient,,0,,Walla Walla expeditions || Cayuse people || Spokane people || Passamaquoddy Indian Township Reservation || Alsea,Spokane people || Walla Walla expeditions || Cayuse people || Passamaquoddy Indian Township Reservation || Alsea
train,5a7e782655429934daa2fc26," How many acres did this plantation consist of, in which the Honourable The Irish Society was set up to colonise County Londonberry? ",half a million acres,insufficient,sufficient,plantation of ulster,1,plantation of ulster,"The Honourable The Irish Society || Indian Institute of Plantation Management || Edgewood Plantation (Leon County, Florida) || Transactions of the Honourable Society of Cymmrodorion || Miccosukee Plantation","The Honourable The Irish Society || Plantation of Ulster || Indian Institute of Plantation Management || Edgewood Plantation (Leon County, Florida) || Transactions of the Honourable Society of Cymmrodorion"
train,5a7e7c725542991319bc94be,In what year did Farda Amiga win a race at the Saratoga Race course?,"(foaled February 1, 1999)",insufficient,sufficient,alabama stakes,1,alabama stakes,Farda Amiga || Saratoga Race Course || Saratoga Special Stakes || Saratoga Handicap || Wilson Stakes,Farda Amiga || Alabama Stakes || Saratoga Race Course || Saratoga Special Stakes || Saratoga Handicap
train,5a7e7d4655429934daa2fc2e,"What of Nico van der Meel's operatic roles was starring in a libretto based loosely on the eight paintings and engravings ""A Rake's Progress""?",The Rake's Progress,sufficient,sufficient,,0,,The Rake's Progress || Nico van der Meel || A Rake's Progress || Nico Van Der Linden || Nico van der Laan,Nico van der Meel || The Rake's Progress || A Rake's Progress || Nico Van Der Linden || Nico van der Laan
train,5a7e7ed05542991319bc94c2,"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",sufficient,sufficient,,0,,Dime Magazine || Gallery (magazine) || Dime novel || Detective Story Magazine || Look Magazine (Australia),Dime Magazine || Gallery (magazine) || Dime novel || Detective Story Magazine || Look Magazine (Australia)
train,5a7e86245542991319bc94ce,Who was the New York City Fire Commissioner at the time of Providenza Panno's death?,Rhinelander Waldo,insufficient,sufficient,rhinelander waldo,1,rhinelander waldo,Triangle Shirtwaist Factory fire || New York City Fire Commissioner || Joseph Johnson (FDNY Commissioner) || Howard Safir || John Nelson Partridge,Triangle Shirtwaist Factory fire || Rhinelander Waldo || New York City Fire Commissioner || Joseph Johnson (FDNY Commissioner) || Howard Safir
train,5a7e910a554299306751357f,Who was the artist that recorded a duet in 1985 for the CBS TV series 'Dallas' with an artist that was born in 1951 and has twenty #1 hits?,Gary Morris,insufficient,sufficient,crystal gayle,1,crystal gayle,Dallas (1978 TV series) (season 9) || Dallas (1978 TV series) (season 10) || Dallas (1978 TV series) (season 8) || Makin' Up for Lost Time (The Dallas Lovers' Song) || Christy (TV series),Makin' Up for Lost Time (The Dallas Lovers' Song) || Crystal Gayle || Dallas (1978 TV series) (season 9) || Dallas (1978 TV series) (season 10) || Dallas (1978 TV series) (season 8)
train,5a7ea14655429930675135ab,What giant silverware company was started as a religious Utopian group and was for many years run by Pierrepont Noyes?,Oneida Limited,insufficient,sufficient,oneida community,1,oneida community,"Pierrepont Noyes || John Humphrey Noyes || Oneida Community Mansion House || James Pierrepont Greaves || Jansen Noyes, Jr.",Pierrepont Noyes || Oneida Community || John Humphrey Noyes || Oneida Community Mansion House || James Pierrepont Greaves
train,5a7eacd855429930675135c3,"What is the nationality of the actor who was a leading man of Michèle Mercier and born on November 3, 1921?",American,insufficient,sufficient,charles bronson,1,charles bronson,Michèle Mercier || Michèle Roberts || Michèle Moons || Michèle Fitoussi || Michèle Auclair,Michèle Mercier || Charles Bronson || Michèle Roberts || Michèle Moons || Michèle Fitoussi
train,5a7eb22655429930675135cb,Which current CBS NBA analyst played for the PORTLAND TRAILBLazers along with former UNLV teammate Stacey Augmon?,Greg Anthony,sufficient,sufficient,,0,,Stacey Augmon || 1998–99 Portland Trail Blazers season || Greg Anthony || David Wesley || 1996–97 Detroit Pistons season,1998–99 Portland Trail Blazers season || Greg Anthony || Stacey Augmon || David Wesley || 1996–97 Detroit Pistons season
train,5a7eb8f655429934daa2fc50,The winning jockey of the 1997 Cheltenham Gold Cup held a record for winner of what award 20 consecutive times?,Champion Jockey,insufficient,sufficient,tony mccoy,1,tony mccoy,1997 Cheltenham Gold Cup || Paddy Brennan (jockey) || 1988 Cheltenham Gold Cup || 2007 Cheltenham Gold Cup || 2005 Cheltenham Gold Cup,1997 Cheltenham Gold Cup || Tony McCoy || Paddy Brennan (jockey) || 1988 Cheltenham Gold Cup || 2007 Cheltenham Gold Cup
train,5a7eb9f355429934daa2fc53,The St. Louis Bay Bridge runs between Bay St. Louis and a city in what county?,"Harrison County, Mississippi",insufficient,sufficient,"pass christian, mississippi",1,"pass christian, mississippi",St. Louis Bay Bridge || Discovery Bridge (Missouri) || MacArthur Bridge (St. Louis) || St. Louis Bridge || Bellefontaine Bridge,"St. Louis Bay Bridge || Pass Christian, Mississippi || Discovery Bridge (Missouri) || MacArthur Bridge (St. Louis) || St. Louis Bridge"
train,5a7ec6f355429934daa2fc61,"Which magazine is based out of more countries, Adventist World or Baseball Digest?",Adventist World,sufficient,sufficient,,0,,Baseball Digest || Adventist World || Organic Farming Digest || Dosheeza Digest || Architectural Digest,Adventist World || Baseball Digest || Organic Farming Digest || Dosheeza Digest || Architectural Digest
train,5a7ec7f355429934daa2fc64,"Which band released more albums, Forest for the Trees or Jon Spencer Blues Explosion?",Jon Spencer Blues Explosion,insufficient,sufficient,forest for the trees,1,forest for the trees,Orange (Jon Spencer Blues Explosion album) || Jon Spencer Blues Explosion || Damage (Blues Explosion album) || Spencer Dickinson || The Jon Spencer Blues Explosion (album),Jon Spencer Blues Explosion || Forest for the Trees || Orange (Jon Spencer Blues Explosion album) || Damage (Blues Explosion album) || Spencer Dickinson
train,5a7ec90055429934daa2fc66,In the 2012-13 FC Sion they brought in Gennaro Gattuso and a player who now plays for what Scottish team?,Scottish Premiership club Hearts,insufficient,sufficient,kyle lafferty,1,kyle lafferty,2012–13 FC Sion season || Gennaro Gattuso || Monica De Gennaro || FC Sion || Gennaro Esposito,2012–13 FC Sion season || Kyle Lafferty || Gennaro Gattuso || Monica De Gennaro || FC Sion
train,5a7ed5af5542994959419a84,"Which band has more members, Kitchens of Distinction or Royal Blood?",Kitchens of Distinction,sufficient,sufficient,,0,,Kitchens of Distinction || Love Is Hell (Kitchens of Distinction album) || Lost Girls (band) || Royal Blood (band) || Paper Blood,Kitchens of Distinction || Royal Blood (band) || Love Is Hell (Kitchens of Distinction album) || Lost Girls (band) || Paper Blood
train,5a7eec6f55429934daa2fc7c,The Hindmarsh Stadium is sponsored by a brewery that sold how many liters of beer in 2013 ?,69.7 million litres,insufficient,sufficient,coopers brewery,1,coopers brewery,Birra Tirana || Hindmarsh Stadium || Sabeco Brewery || Beer in Russia || Egill Skallagrímsson Brewery,Hindmarsh Stadium || Coopers Brewery || Birra Tirana || Sabeco Brewery || Beer in Russia
train,5a7ef18c55429934daa2fc84,The actor who played captain hook in Peter Pan Live! won the academy award for which film ?,The Deer Hunter,insufficient,sufficient,christopher walken,1,christopher walken,Peter Pan Live! || Captain Hook (disambiguation) || Captain Hook || E. Holman Clark || Peter Pan and the Pirates (video game),Peter Pan Live! || Christopher Walken || Captain Hook (disambiguation) || Captain Hook || E. Holman Clark
train,5a7ef49a5542994959419a91,When was the eighth season renewed for the series starring Al Harrington?,"March 23, 2017",insufficient,sufficient,hawaii five-0 (2010 tv series),1,hawaii five-0 (2010 tv series),Al Harrington (actor) || Criminal Minds (season 8) || Al Harrington (disambiguation) || OutDaughtered || The Vampire Diaries (season 7),Al Harrington (actor) || Hawaii Five-0 (2010 TV series) || Criminal Minds (season 8) || Al Harrington (disambiguation) || OutDaughtered
train,5a7efa7a55429930675135ea,How did the prominent member of the Astor family who was a lieutenant colonel in the Spanish-American War die?,"perished on the RMS ""Titanic""",sufficient,sufficient,,0,,"John Jacob Astor IV || John Jacob Astor, 1st Baron Astor of Hever || John Jacob Astor III || Vincent Astor || Caroline Schermerhorn Astor","Caroline Schermerhorn Astor || John Jacob Astor IV || John Jacob Astor, 1st Baron Astor of Hever || John Jacob Astor III || Vincent Astor"
train,5a7efd2f5542994959419a9c,"Which band opened for more major international acts, Blessid Union of Souls or Blue Peter?",Blue Peter,insufficient,sufficient,blue peter (band),1,blue peter (band),Blessid Union of Souls || Perception (Blessid Union of Souls album) || Light in Your Eyes (Blessid Union of Souls song) || Blessid Union of Souls (album) || Blessid Union of Souls: The Singles,Blessid Union of Souls || Blue Peter (band) || Perception (Blessid Union of Souls album) || Light in Your Eyes (Blessid Union of Souls song) || Blessid Union of Souls (album)
train,5a7effeb5542994959419aa0,Which crop first domesticated in Mexico has its price regulated by a Mexican parastatal created in 1962?,Maize,insufficient,sufficient,maize,1,maize,Crop wild relative || List of Mexican films of 1962 || Compañía Nacional de Subsistencias Populares || Kharif crop || Liconsa,Compañía Nacional de Subsistencias Populares || Maize || Crop wild relative || List of Mexican films of 1962 || Kharif crop
train,5a7f010955429934daa2fc8b,Were Basil Dean and Francis Ford Coppola both alive at some point in time?,yes,insufficient,sufficient,basil dean,1,basil dean,Francis Ford Coppola bibliography || Francis Ford Coppola Presents || Francis Ford Coppola || Gia Coppola || Anton Coppola,Francis Ford Coppola || Basil Dean || Francis Ford Coppola bibliography || Francis Ford Coppola Presents || Gia Coppola
train,5a7f10e2554299306751360b,Are Bangkok Girl and Home both horror movies?,no,insufficient,sufficient,home (2009 film),1,home (2009 film),Home Movies (album) || Immoral Tales: European Sex & Horror Movies 1956-1984 || Bangkok Haunted || Sick Girl (Masters of Horror) || Bangkok Girl,Bangkok Girl || Home (2009 film) || Home Movies (album) || Immoral Tales: European Sex & Horror Movies 1956-1984 || Bangkok Haunted
train,5a7f113d55429934daa2fcbe,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,"Reginald Martinez ""Reggie"" Jackson",insufficient,sufficient,reggie jackson,1,reggie jackson,"Greatest Sports Legends || Baseball Hall of Fame balloting, 1993 || Dale Murphy || Missouri Sports Hall of Fame || Red Barron","Greatest Sports Legends || Reggie Jackson || Baseball Hall of Fame balloting, 1993 || Dale Murphy || Missouri Sports Hall of Fame"
train,5a7f18a35542994959419aa6,On which coast can the California Aqueduct and the Lake Washington Ship Canal be found?  ,west,insufficient,sufficient,california aqueduct,1,california aqueduct,Lake Washington Ship Canal || Orbiel Aqueduct || Barton Swing Aqueduct || Ship Canal Bridge || Lichfield Canal Aqueduct,Lake Washington Ship Canal || California Aqueduct || Orbiel Aqueduct || Barton Swing Aqueduct || Ship Canal Bridge
train,5a7f1ad155429934daa2fce2,Australian National Airways was founded by the person who made the first what in 1928?,trans-Pacific flight,insufficient,sufficient,charles kingsford smith,1,charles kingsford smith,Australian National Airways (1930) || Australian National Airways || Australian National Airways Pty Ltd v Commonwealth || 1950 Australian National Airways Douglas DC-4 crash || West Australian Airways,Australian National Airways (1930) || Charles Kingsford Smith || Australian National Airways || Australian National Airways Pty Ltd v Commonwealth || 1950 Australian National Airways Douglas DC-4 crash
train,5a7f1c195542993067513633,"Was the documentary labeled ""The River""have the same reasoning to be made as the documentary labeled ""Crazy English?""",no,insufficient,sufficient,the river (1938 film),1,the river (1938 film),Crazy English (film) || Crazy English || Crazy (1999 film) || Sportz Crazy || Derby Crazy Love,Crazy English (film) || The River (1938 film) || Crazy English || Crazy (1999 film) || Sportz Crazy
train,5a7f1e805542993067513640,"When does the universe, Earth, and all life on Earth were created as believed by an organization which commissioned The Voyage That Shook The World?","10,000 years ago",sufficient,sufficient,,0,,The Voyage that Shook the World || Earth's location in the Universe || Life Entity || Young Earth creationism || Earth (Noon Universe),The Voyage that Shook the World || Young Earth creationism || Earth's location in the Universe || Life Entity || Earth (Noon Universe)
train,5a7f22005542993067513657,"The album that contains the song ""Get Together"" by Madonna was mainly recorded in whose home studio?",Stuart Price,insufficient,sufficient,confessions on a dance floor,1,confessions on a dance floor,Get Together (Madonna song) || Get It Together (702 song) || Jump (Madonna song) || Music (Madonna song) || Get It Together (Seal song),Get Together (Madonna song) || Confessions on a Dance Floor || Get It Together (702 song) || Jump (Madonna song) || Music (Madonna song)
train,5a7f244255429934daa2fcec,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric",insufficient,sufficient,liberal arts education,1,liberal arts education,"St. John's College, Belize || St. John's College High School, Belize || St. Elizabeth College of Nursing || St. John's College De La Salle || St. John's Cathedral (Belize City)","St. John's College, Belize || Liberal arts education || St. John's College High School, Belize || St. Elizabeth College of Nursing || St. John's College De La Salle"
train,5a7f251155429934daa2fcf2,Who authorized this infantry that was organized in the northern states during the Civil War and was commanded by RObert GOuld Shaw?,Emancipation Proclamation,insufficient,sufficient,robert gould shaw,1,robert gould shaw,54th Massachusetts Infantry Regiment || Robert Gould Shaw III || 56th United States Colored Infantry || 41st United States Colored Infantry || 11th United States Colored Infantry,54th Massachusetts Infantry Regiment || Robert Gould Shaw || Robert Gould Shaw III || 56th United States Colored Infantry || 41st United States Colored Infantry
train,5a7f275d55429934daa2fd01,Are both Jonathan Marray and Wayne Black British?,no,insufficient,sufficient,wayne black,1,wayne black,Jonathan Marray || 2013 Rai Open – Doubles || 2013 BH Telecom Indoors – Doubles || Jonathan Black || 2016 Aircel Chennai Open – Doubles,Jonathan Marray || Wayne Black || 2013 Rai Open – Doubles || 2013 BH Telecom Indoors – Doubles || Jonathan Black
train,5a7f33115542992e7d278c84,"Who is the mother of Mary, Crown Princess of Denmark's husband?",Queen Margrethe II,insufficient,sufficient,"frederik, crown prince of denmark",1,"frederik, crown prince of denmark","Mary, Crown Princess of Denmark || Princess Josephine of Denmark || Princess Isabella of Denmark || Prince Christian of Denmark || Prince Vincent of Denmark","Mary, Crown Princess of Denmark || Frederik, Crown Prince of Denmark || Princess Josephine of Denmark || Princess Isabella of Denmark || Prince Christian of Denmark"
train,5a7f3361554299306751369a,"Which film has more writers, Splash or Christopher Robin?",Christopher Robin,insufficient,sufficient,christopher robin (film) || splash (film),2,christopher robin (film) || splash (film),Christopher Robin || Christopher Robin Milne || Robin Christopher (diplomat) || Pooh's Grand Adventure: The Search for Christopher Robin || Robin Christopher,Christopher Robin (film) || Splash (film) || Christopher Robin || Christopher Robin Milne || Robin Christopher (diplomat)
train,5a7f341655429930675136a0,Alison Castle is the editor of what publication with a connection to the Beatles?,"""Linda McCartney's Life in Photography""",insufficient,sufficient,linda mccartney,1,linda mccartney,Alison Castle || The Beatles Book || Alison Kervin || Alison Sound || Alison Tyler,Alison Castle || Linda McCartney || The Beatles Book || Alison Kervin || Alison Sound
train,5a7f35015542992e7d278c8a,In what year was the college that Cal Hovde served as dean for founded?,1754,insufficient,sufficient,"columbia college, columbia university",1,"columbia college, columbia university",Carl Hovde || William J. Hovde || Dag Ivar Hovde || Frederick L. Hovde || Kristian Hovde,"Carl Hovde || Columbia College, Columbia University || William J. Hovde || Dag Ivar Hovde || Frederick L. Hovde"
