split,original_id,question_type,difficulty,question,gold_answer,context_doc_count,support_title_count,support_titles,context_all_support_present,context_support_title_coverage,context_missing_support_count,context_missing_support_titles,global_pool_all_support_present,global_pool_support_title_coverage,global_pool_missing_support_count,global_pool_missing_support_titles,missing_context_but_present_global_count,missing_context_with_fuzzy_title_count,fuzzy_context_matches,first_context_titles
train,5a8c66db554299585d9e3683,bridge,hard,"What year was the film ""Mom"" released, starring the voice of Shashaa Tirupati?",2017,10,2,mom (film) || shashaa tirupati,0,0.5,1,mom (film),0,0.5,1,mom (film),0,0,,Christian Bale filmography || Trading Mom || Gidget Goes to Rome || Eleventh Mom || Shelley Bennett || Shashaa Tirupati || Valentina (2008 film) || Chinatown Nights (1929 film) || Phir Bhi Tumko Chaahunga || Garfield Gets Real
train,5a8c72545542995e66a475f3,bridge,hard,What monster truck team was created by a man from Kill Devil Hills?,Grave Digger,10,2,dennis anderson || grave digger (truck),0,0.5,1,grave digger (truck),0,0.5,1,grave digger (truck),0,0,,"Adam Anderson (monster truck driver) || 2Xtreme Racing || Outer Banks Daredevils || Blue Thunder (truck) || Kill Devil Hill (band) || Monster Nationals || Trucks and Tractor Power || Kill Devil Hills, North Carolina || Dennis Anderson || Monster Truck Madness 2"
train,5a8c743e5542996e8ac88ab3,bridge,hard,What mixed martial arts promotion that was purchased by the Ultimate Fighting Championship in 2001 used to feature Nate Diaz as a competitor?,World Extreme Cagefighting,10,2,nate diaz || world extreme cagefighting,0,0.0,2,nate diaz || world extreme cagefighting,0,0.0,2,nate diaz || world extreme cagefighting,0,0,,Miesha Tate || 2001 in UFC || 2005 in UFC || Fighting Network Rings || UFC Hall of Fame || 2012 in UFC || Sean Sherk || World Series of Fighting: Canada || Art of War Fighting Championship || Nick Diaz
train,5a8c758d5542995e66a475ff,bridge,hard,"What netflix series, produced by Joe Swanberg, had an actress  best known for her role as Vanessa on ""Atlanta""?",Easy,10,2,easy (tv series) || zazie beetz,1,1.0,0,,1,1.0,0,,0,0,,Easy (TV series) || Will Arnett || Zazie Beetz || Vanessa Kirby || Élodie Yung || Kris Williams (filmmaker) || Jon Bernthal || Elizabeth Norment || Ti West || Natasha Lyonne
train,5a8c7595554299585d9e36b6,bridge,hard,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,10,2,kiss and tell (1945 film) || shirley temple,0,0.5,1,shirley temple,1,1.0,0,,1,0,,A Kiss for Corliss || Lord High Treasurer || Meet Corliss Archer (TV series) || Village accountant || Joseph Kalite || Charles Craft || Meet Corliss Archer || Janet Waldo || Kiss and Tell (1945 film) || Secretary of State for Constitutional Affairs
train,5a8c7623554299653c1aa07a,bridge,hard,"when the Marlins are the home team, games are played at this park which was LEED certified as the greenest MLB park in what year?",2012,10,2,citrus series || marlins park,1,1.0,0,,1,1.0,0,,0,0,,Marlins Park || Citrus Series || 2017 Major League Baseball All-Star Game || List of Miami Marlins team records || 1998 Florida Marlins season || 2009 SEC Championship Game || Miami Marlins || No-hitter || 2010 NHL Winter Classic || List of Miami Marlins seasons
train,5a8c7703554299585d9e36b9,bridge,hard,For what ogranization does a commentator of Press TV serve as associate director?,Henry Jackson Society,10,2,douglas murray (author) || press tv controversies,0,0.0,2,douglas murray (author) || press tv controversies,0,0.0,2,douglas murray (author) || press tv controversies,0,1,press tv controversies => press tv,Carole Hayman || Jeanetta Laurence || Richard D. Cummings || Mark Felt || Julie Huber || George Weinstock || Murray Esler || Chris Oynes || Francis J. Beckwith || Press TV
train,5a8c781c554299653c1aa083,bridge,hard,What athletic team has its football and basketball games broadcast on KFST and has a mascot who is named Bevo?,Texas Longhorns,10,2,kfst (am) || texas longhorns,1,1.0,0,,1,1.0,0,,0,0,,Reggie Redbird || Bevo (mascot) || Aggie (Mascot) || College Basketball on NBC || Chief Illiniwek || Texas Longhorns || KSKU || ESPN College Basketball on ABC || KFST (AM) || WGOH
train,5a8c78a8554299585d9e36bc,bridge,hard,Who coined the phrase that marked the period which included Sir Alexander Woodford's command of the 2nd battalion of the coldstream guards at the battle of waterloo?,"the prefect of Paris, Gaspard",10,2,alexander george woodford || hundred days,0,0.5,1,hundred days,0,0.5,1,hundred days,0,0,,"Band of the Coldstream Guards || 2nd Battalion, 2nd Marines || Adolphus Frederick Alexander Woodford || 2nd Battalion, 28th Marines || 2nd Battalion (Norway) || Alexander George Woodford || 192nd (Crow's Nest Pass) Battalion, CEF || 2nd Battalion 80th Field Artillery Regiment || Brigade of the Guards || David D. Halverson"
train,5a8c7ac2554299653c1aa08e,bridge,hard,Black Journal is based on the real life events of what serial killer that  murdered three women in Correggio?,Leonarda Cianciulli,10,2,black journal || leonarda cianciulli,1,1.0,0,,1,1.0,0,,0,0,,George Chapman (murderer) || Black Journal (television) || Zodiac Killer || Mary Ann Cotton || Henry: Portrait of a Serial Killer || Bible John || Dana Sue Gray || Leonarda Cianciulli || My Wife Is an Actress || Black Journal
train,5a8c8502554299585d9e36d0,bridge,hard,"Who was appointed to the board of supervisors first, Jeff Sheehy or Ed Lee?",Ed Lee,10,2,ed lee (politician) || jeff sheehy,0,0.5,1,ed lee (politician),0,0.5,1,ed lee (politician),0,0,,"Ella Hill Hutch || San Francisco Board of Supervisors election, 2012 || Michela Alioto-Pier || Vicki Hennessy || David Campos || Court of Sessions (California) || Jeff Sheehy || Gerardo Sandoval || John R. Sheehy || Gordon Lau"
train,5a8c87aa554299653c1aa0ac,comparison,hard,Are Super High Me and All in This Tea both documentaries?,yes,10,2,all in this tea || super high me,0,0.5,1,all in this tea,0,0.5,1,all in this tea,0,0,,Peace Iced Tea || Super High Altitude Research Project || Extremely high frequency || Super High Me || Prince of Wales tea blend || Tea (meal) || Super High Roller Bowl || Advanced Extremely High Frequency || Ground station || NBA Jam (1993 video game)
train,5a8c8828554299653c1aa0ae,bridge,hard,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk",10,2,"edward fitzalan-howard, 18th duke of norfolk || miles fitzalan-howard, 17th duke of norfolk",1,1.0,0,,1,1.0,0,,0,0,,"Gerald Grosvenor, 6th Duke of Westminster || Bernard Fitzalan-Howard, 16th Duke of Norfolk || Georgina Fitzalan-Howard, Duchess of Norfolk || Viscount FitzAlan of Derwent || Gwendolen Fitzalan-Howard, Duchess of Norfolk || Duke of Norfolk || Miles Fitzalan-Howard, 17th Duke of Norfolk || Edward Fitzalan-Howard, 18th Duke of Norfolk || Charles Howard, 10th Duke of Norfolk || Baron Howard of Glossop"
train,5a8c90db554299653c1aa0bf,comparison,hard,Is the building located at 200 West Street taller than the one at 888 7th Avenue?,yes,10,2,200 west street || 888 7th avenue,1,1.0,0,,1,1.0,0,,0,0,,"200 West Street || Robert B. Atwood Building || South Phoenix || Greenwich Avenue || 5th Avenue Theatre || 888 7th Avenue || Pershing Square Capital Management || Hounsfield Heights/Briar Hill, Calgary || West Street District || Berkeley, Denver"
train,5a8c9641554299585d9e36f5,bridge,hard,"Which season of Alias does the English actor, who was born 25 June 1961, appear?",three,10,2,alias (season 3) || ricky gervais,0,0.5,1,alias (season 3),0,0.5,1,alias (season 3),0,0,,"Massimo Ghirotto || Guillermo Márquez Lizalde || Peter Hudson (Royal Navy officer) || Yinka Durosinmi || Guillermo Huízar || Ricky Gervais || Dave Smith (footballer, born 1961) || Brian Coleman || Álvaro Solano || Jopie Nooren"
train,5a8c9e7c554299653c1aa0d1,bridge,hard, I Am... Yours was the first residency show by Beyonce held at what hotel in Las Vegas connected to Wynn ,Encore Las Vegas,10,2,encore las vegas || i am... yours,1,1.0,0,,1,1.0,0,,0,0,,"Britney: Piece of Me || Lady Gaga Live at Roseland Ballroom || Trump International Hotel Las Vegas || Celine in Las Vegas, Opening Night Live || Garth at Wynn || Backstreet Boys: Larger Than Life || I Am... Yours || Jennifer Lopez: All I Have || Encore Las Vegas || Lepa Brena Live at Dom sindikata"
train,5a8ca7d4554299240d9c21b8,bridge,hard,"The telenova ""El Ardiente Secreto"" was based ona novel published under what pen name?","""Currer Bell""",10,2,el ardiente secreto || jane eyre,0,0.5,1,jane eyre,0,0.5,1,jane eyre,0,0,,Story of O || The Day of the Triffids || Lionel Snell || Jeff Sampson || The Cuckoo Clock || El Ardiente Secreto || Ardiente secreto || Aunt Jane's Nieces || The Dice Man || Colin Falconer (writer)
train,5a8cac04554299240d9c21ce,bridge,hard,The eastern coast of Ivan Zammit's birth city is located along what body of water? ,Grand Harbour,10,2,ivan zammit || valletta,0,0.0,2,ivan zammit || valletta,0,0.0,2,ivan zammit || valletta,0,0,,Paavo Nurmi Marathon (Turku) || Bombay Hook National Wildlife Refuge || Caucasian Riviera || Adriatic Sea || Knarrevik || Ngāti Kahungunu || Flores Airport || Muyil || List of monarchs of Prussia || Pefkos
train,5a8cacac554299585d9e3716,bridge,hard,"The head coach for the defensive backs coach, Peter Giunta, led what professional football team to two Super Bowl victories against the New England Patriots?",New York Giants,10,2,peter giunta || tom coughlin,0,0.5,1,tom coughlin,0,0.5,1,tom coughlin,0,0,,Peter Giunta || Jerome Henderson || Darrell Wilson || Perry Fewell || Ron Cooper (American football) || Josh Boyer || Jeff Burris || John Harbaugh || Ty Law || Super Bowl XXXI
train,5a8cacce554299585d9e3718,bridge,hard,"The American rock band from Ukiah, California in which Davey Havok and Adam Carson participate has made how many live albums?  ",one live album,10,2,afi (band) || afi discography,0,0.5,1,afi discography,0,0.5,1,afi discography,0,0,,Adam Carson || Davey Havok || Live at the Araneta || 220 Volt Live || Live from Deep in the Heart of Texas || Nothin' to Lose (Kiss song) || AFI (band) || Knife Fight (film) || Miss Murder || Geoff Kresge
train,5a8caf1d554299585d9e3720,comparison,hard,Were both of the following rock groups formed in California: Dig and Thinking Fellers Union Local 282?,yes,10,2,dig (band) || thinking fellers union local 282,0,0.5,1,dig (band),0,0.5,1,dig (band),0,0,,The Strapping Fieldhands || The Funeral Pudding || I Hope It Lands || Thinking Fellers Union Local 282 || Lovelyville || Admonishing the Bishops || Where's Officer Tuba || Strangers from the Universe || Mother of All Saints || Milk Cult
train,5a8cb288554299585d9e3726,bridge,hard,"The mass killing that took place at Oakland, California on April 2, 2012 was less deadly than the one that took place on October 1, 2015 in which state?",Oregon,10,2,oikos university shooting || umpqua community college shooting,0,0.5,1,umpqua community college shooting,0,0.5,1,umpqua community college shooting,0,0,,Los Cabos International Film Festival || Račak massacre || Early-April 1957 tornado outbreak sequence || Oikos University shooting || Tezno massacre || Gymnastics at the 2002 Asian Games || April 2007 Mosul massacre || 1972 American League Championship Series || October 2011 Baghdad bombings || Robinson Ekspeditionen 2008
train,5a8cb4b2554299585d9e372a,bridge,hard,"Where is the headquarters for the advertising agency which is recognized for its work on a campaign for the founder of ""Complex"" magazine?",New York,10,2,droga5 || marc ecko,0,0.0,2,droga5 || marc ecko,1,1.0,0,,2,0,,Ally &amp; Gargano || Y&amp;R ANZ || Grrr (advertisement) || BBDO || Student-run advertising agency || Louie Moses || Barkley Inc. || The Trillion Dollar Campaign || Asatsu-DK || TBWA Worldwide
train,5a8cbce1554299653c1aa103,bridge,hard,John Hatzistergos was a Member of a council that has how many members ?,42 members,10,2,john hatzistergos || new south wales legislative council,0,0.5,1,new south wales legislative council,1,1.0,0,,1,0,,Shaft (New Zealand band) || John Hatzistergos || Smith family (Latter Day Saints) || Director of Policy Planning || John Townsend (Norwich) || Royal Society of Antiquaries of Ireland || Raya (app) || All Bengal Teachers Association || Inquilabi Communist Sangathan || Madras Legislative Council (1861–91)
train,5a8cbda955429941ae14dee5,bridge,hard,Richard Burton became involved in a mayoral campaign for a politician that previously served as the Mayor of Baltimore during what time period?,1999 to 2007,10,2,martin o'malley || richard burton (baltimore),0,0.5,1,martin o'malley,1,1.0,0,,1,0,,Ruben Figueres || Martin Malave Dilan || Stephen T. Williams || George J. Karb || Catherine E. Pugh || Roger Ailes || Jean Quan || David Miller (Canadian politician) || Croatian Civic Party || Richard Burton (Baltimore)
train,5a8cc602554299653c1aa11a,comparison,hard,Do Cathy Berberian and Dickran Tevrizian share the same profession ?,no,10,2,cathy berberian || dickran tevrizian,0,0.5,1,cathy berberian,0,0.5,1,cathy berberian,0,0,,Dickran Tevrizian || Beatles Arias || James Draper (settler) || Thema (Omaggio a Joyce) || Nowth upon Nacht || Pravasam || Shu Hai Practices Javelin || Recital I (for Cathy) || Folk Songs (Berio) || Semper Gestion
train,5a8cc7af554299653c1aa11e,comparison,hard,"who was part of the heavy metal band Ratt, Stephen Pearcy or Alexander O'Neal?",Stephen Pearcy,10,2,alexander o'neal || stephen pearcy,0,0.5,1,alexander o'neal,0,0.5,1,alexander o'neal,0,0,,Vicious Delite || Wanted Man (Ratt song) || Under My Skin (Stephen Pearcy album) || Shame Shame Shame (Ratt song) || Dance (Ratt song) || Stephen Pearcy || Lovin' You's a Dirty Job || Matt Thorr || Slip of the Lip || Eat Me Up Alive
train,5a8cc8c2554299441c6b9efc,bridge,hard,When did the author of the book One More River is based on win the Nobel Prize?,1932,10,2,john galsworthy || one more river,0,0.0,2,john galsworthy || one more river,0,0.0,2,john galsworthy || one more river,0,0,,Growth of the Soil || List of Nobel laureates in Chemistry || List of Nobel laureates in Literature || Ada Yonath || List of Danish Nobel laureates || Nobel Prize in Physics || List of Nobel laureates in Physiology or Medicine || Susumu Tonegawa || Nobel Prize in Physiology or Medicine || Nobel Prize in Literature
train,5a8ccceb554299653c1aa128,bridge,hard,what city was the chapel that Princess Anne got married in located?,City of Westminster,10,2,st james's palace || wedding anthem for princess anne,0,0.0,2,st james's palace || wedding anthem for princess anne,0,0.5,1,wedding anthem for princess anne,1,0,,"Maryland Route 363 || Princess Gardens || Princess Anne's Battery || Princess Anne, Virginia || Virginia State Route 165 || Francis Land House || Norfolk, Virginia Beach and Southern Railroad || Princess Anne, Duchess of Calabria || Princess Anne Historic District || Princess Anne High School"
train,5a8ccea555429941ae14deeb,bridge,hard,What was the name of the alum by the Scorpions that contained one of their most famous songs written by Klaus Meine and Herman Rarebell?,Love at First Sting,10,2,love at first sting || rock you like a hurricane,0,0.5,1,love at first sting,0,0.5,1,love at first sting,0,0,,Klaus Meine || Send Me an Angel (Scorpions song) || No One Like You || You're the One (Bonnie Tyler song) || Wind of Change (Scorpions song) || James Kottak || Taken by Force || Scorpions (band) || Big City Nights (song) || Rock You Like a Hurricane
train,5a8cd291554299441c6b9f14,bridge,hard,"What is the name of the basketball team that trained under assistant coach, Steven Michael Henson at the University of Oklahoma ?",Oklahoma Sooners men's basketball,10,2,oklahoma sooners men's basketball || steve henson,0,0.5,1,oklahoma sooners men's basketball,0,0.5,1,oklahoma sooners men's basketball,0,0,,Steve Henson || Che' Jones || Tim O'Toole (basketball) || Ray McCallum || Earl Grant (basketball) || Sean Sutton || Divya Singh || Rodney Hamilton || Weldon Drew || Maura McHugh
train,5a8cd381554299653c1aa12b,comparison,hard,"who had to escape nazis, Sigmund Freud or Evelyn Waugh?",Sigmund Freud,10,2,evelyn waugh || sigmund freud,0,0.5,1,evelyn waugh,0,0.5,1,evelyn waugh,0,0,,"Sigmund Freud Archives || Sigmund Freud Prize || Freud: A Life for Our Time || The Life and Work of Sigmund Freud || The Assault on Truth || Freud and Philosophy || Why Freud Was Wrong || Statue of Sigmund Freud, Hampstead || Sigmund Freud || Sigmund Freud Museum (Vienna)"
train,5a8cdcb0554299441c6b9f33,comparison,hard,Was the film Splash released before the film Tangled? ,yes,10,2,splash (film) || tangled,0,0.5,1,splash (film),0,0.5,1,splash (film),0,0,,Aashiq Banaya Aapne || Laura Chiatti || Tangled: The Video Game || Tangled Lives (1910 film) || Here Comes Trouble (1936 film) || Duress (film) || Tangled || Tangled Ever After || Tangled: The Series || Tangled Skeins
train,5a8ce584554299585d9e375c,bridge,hard,"Which town in New Hampshire with a population of 5,457 in 2010 is located by Mount Monadnock?",Jaffrey,10,2,"jaffrey, new hampshire || monadnock-sunapee greenway",0,0.0,2,"jaffrey, new hampshire || monadnock-sunapee greenway",0,0.0,2,"jaffrey, new hampshire || monadnock-sunapee greenway",0,0,,USS Monadnock (ACM-10) || Skatutakee Mountain || Mount Monadnock || Monadnock Region || Monadnock Regional High School || North Pack Monadnock || Pack Monadnock || Thumb Mountain || Gap Mountain || Franklin Pierce University
train,5a8ce851554299441c6b9f6c,bridge,hard,"The actor that plays Phileas Fogg in ""Around the World in 80 Days"", co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by what author?",Charles L. Clifford,10,2,david niven || the real glory,1,1.0,0,,1,1.0,0,,0,0,,Around the World in Eighty Days || Jay Sheffield || Michael Palin: Around the World in 80 Days || Around the World in 80 Days (2004 film) || Phileas Fogg snacks || The Real Glory || Ball of Fire || Around the World in 80 Days (2009 TV series) || David Niven || Jules Verne Trophy
train,5a8ce88c55429941ae14df3b,bridge,hard,What soldier and statesman was also a brother to James FitzJames mother?,"John Churchill, 1st Duke of Marlborough",10,2,"james fitzjames, 1st duke of berwick || john churchill, 1st duke of marlborough",0,0.5,1,"john churchill, 1st duke of marlborough",0,0.5,1,"john churchill, 1st duke of marlborough",0,0,,"House of FitzJames || Battle of Alcantara (1706) || James Fitzjames Stephen || James Fitzjames || James Stephen (British politician) || Duke of Berwick || Harry Lushington Stephen || Duke of Fitz-James || James FitzJames, 1st Duke of Berwick || James Butler, 2nd Duke of Ormonde"
train,5a8ce9ed554299585d9e3764,bridge,hard,Which American singer and songwriter born in 1983 formed the band Pistol Annies with Ashley Monroe and a third band member?,Miranda Lambert,10,2,ashley monroe || miranda lambert,1,1.0,0,,1,1.0,0,,0,0,,Keith Gattis || Angaleena Presley || Annie Up || Hell on Heels || Lonely Tonight || Wrangled || Ashley Monroe || Paradox (British band) || Pistol Annies || Miranda Lambert
train,5a8cea40554299441c6b9f76,comparison,hard,"Which mountain is taller, Gasherbrum II or Langtang Ri?",Gasherbrum II,10,2,gasherbrum ii || langtang ri,1,1.0,0,,1,1.0,0,,0,0,,Gasherbrum II || Nazir Sabir || Burji La || Langtang Ri || Gasherbrum I || Ji Hyeon-ok || Karakoram || Gasherbrum III || Hassan Sadpara || The Dark Glow of the Mountains
train,5a8cec13554299441c6b9f7d,comparison,hard,Do the operas Vanessa and Le roi malgré lui contain that same number of acts?,yes,10,2,le roi malgré lui || vanessa (opera),0,0.5,1,vanessa (opera),0,0.5,1,vanessa (opera),0,0,,"Le Médecin malgré lui || The Doctor in Spite of Himself (1931 film) || Le roi l'a dit || The Warlock in Spite of Himself || Le Médecin volant || Emmanuel Chabrier || The king is dead, long live the king! || The Doctor in Spite of Himself (film) || Pascal Mazzotti || Le roi malgré lui"
train,5a8ceddb554299441c6b9f85,comparison,hard,What profession does Nora Roberts and Elizabeth Hardwick have in common?,novelist,10,2,elizabeth hardwick (writer) || nora roberts,0,0.0,2,elizabeth hardwick (writer) || nora roberts,0,0.0,2,elizabeth hardwick (writer) || nora roberts,0,1,nora roberts => nora roberts bibliography,Nora Roberts bibliography || Northern Lights (2009 film) || Bess of Hardwick || High Noon (2009 film) || Midnight Bayou || Carolina Moon (2007 film) || Tribute (2009 film) || Charlie Hardwick || Montana Sky || Blue Smoke
train,5a8cefc155429941ae14df55,bridge,hard,What is the english translation of the name of style of novel of which The Company is an example?,novel with a key,10,2,roman à clef || the company (ehrlichman novel),0,0.0,2,roman à clef || the company (ehrlichman novel),0,0.5,1,roman à clef,1,0,,Apostolic Bible Polyglot || Despair (novel) || Tutunamayanlar || Scream (Tokio Hotel album) || The 13½ Lives of Captain Bluebear || Beaufort (novel) || John Ormsby (translator) || Emphatic Diaglott || Gerbrand Bakker (novelist) || Tyndale Bible
train,5a8cf064554299585d9e3775,comparison,hard,What type of games are both Sector 41 and Enchanted Forest?,board,10,2,enchanted forest (game) || sector 41,0,0.0,2,enchanted forest (game) || sector 41,0,0.0,2,enchanted forest (game) || sector 41,0,1,"enchanted forest (game) => enchanted forest, enchanted forest chronicles, enchanted forest (disambiguation)",Gyromancer || Enchanted Forest Water Safari || Enchanted Forest (disambiguation) || Enchanted Forest (Rhode Island) || Trollskogen || Enchanted forest || Alex Randolph || Enchanted Forest Chronicles || Talking to Dragons || The Enchanted Forest (film)
train,5a8d02cc554299441c6b9fb6,bridge,hard,"John MacGregor, Baron MacGregor of Pulham Market was educated at the University of St Andrews and another university established by what monach?",King George IV,10,2,"john macgregor, baron macgregor of pulham market || king's college london",0,0.5,1,king's college london,0,0.5,1,king's college london,0,0,,"Archdeaconry of St Andrews || Prior of St Andrews || University of St Andrews || List of medical schools in the United Kingdom || Pulham Market || St Andrews Links || John MacGregor || John MacGregor, Baron MacGregor of Pulham Market || University of St Andrews Boat Club || John MacGregor (VC)"
train,5a8d08ee55429941ae14df70,comparison,hard,University of Wisconsin–Madison and University of Notre Dame are both what?,research university,10,2,university of notre dame || university of wisconsin–madison,0,0.0,2,university of notre dame || university of wisconsin–madison,0,0.0,2,university of notre dame || university of wisconsin–madison,0,1,university of notre dame => notre dame of midsayap college,Notre Dame Fighting Irish football || Notre Dame–Stanford football rivalry || Notre Dame of Genio Edcor Inc. || 2007 Navy vs. Notre Dame football game || 2009 Notre Dame Fighting Irish football team || William Beauchamp || Eric Hansen (sportswriter) || Tall Grass Game || Notre Dame of Midsayap College || Notre Dame Shakespeare Festival
train,5a8d0940554299585d9e379e,bridge,hard,Which American politician who served as United States Senator from 1971 to 1989 was Governor of Florida before Buddy MacKay?,Lawton Chiles,10,2,buddy mackay || lawton chiles,1,1.0,0,,1,1.0,0,,0,0,,Samuel Bell || John Hoeven || George LeMieux || Clifford Hansen || Lawton Chiles || J. Howard Edmondson || Buddy MacKay || Wendell Ford || Bob Kerrey || Mazie Hirono
train,5a8d09a955429941ae14df71,bridge,hard,This British television series was adapted from one of the better-known novels of a 19th-century writer and was first published in what magazine? ,Household Words,10,2,cranford (novel) || cranford (tv series),0,0.5,1,cranford (tv series),0,0.5,1,cranford (tv series),0,0,,Konstanty Kalinowski || Bucca (mythological creature) || Tresillian || Isabella Banks || Barbara Cartland || Cranford (novel) || Ovingdean Grange || Anthony Steel (historian) || Dime novel || Wallander (UK TV series)
train,5a8d0c1b5542994ba4e3dbb3,bridge,hard,"In which language is the notable song by Suresh Peters from ""Gentleman ""?",Tamil,10,2,chikku bukku rayile || suresh peters,1,1.0,0,,1,1.0,0,,0,0,,Chikku Bukku Rayile || Public Castration Is a Good Idea || Hanuman Junction (film) || Aparichithan || Urvasi Urvasi || Suresh Peters || Punjabi House || EnVision EvAngelene || Twenty:20 (film) || Turpentine (song)
train,5a8d0e305542994ba4e3dbbe,bridge,hard,"John T. Mather Memorial Hospital is located in a village in what Suffolk County, New York town?",Town of Brookhaven,10,2,"john t. mather memorial hospital || port jefferson, new york",0,0.5,1,"port jefferson, new york",0,0.5,1,"port jefferson, new york",0,0,,Stead Primary Care Hospital || Wayne Memorial Hospital (Pennsylvania) || Biltmore Hospital || Yale-New Haven Health System || John T. Mather Memorial Hospital || New York State Route 24 || New York State Route 454 || NewYork–Presbyterian/Queens || Newberry County Memorial Hospital || Allegheny Health Network
train,5a8d0e4e5542994ba4e3dbbf,bridge,hard,Which former Republican won the presidential nomination at the 2012 United States Libertarian National Convention? ,Gary Earl Johnson,10,2,2012 libertarian national convention || gary johnson,0,0.5,1,gary johnson,0,0.5,1,gary johnson,0,1,"gary johnson => political positions of gary johnson, gary johnson presidential campaign, 2016, gary johnson presidential campaign, 2012","Libertarian Party presidential primaries, 2016 || 2012 Libertarian National Convention || Mark Hinkle || Gary Johnson presidential campaign, 2016 || Political positions of Gary Johnson || LPRadicals || David Bergland || Libertarian National Convention || Gary Johnson presidential campaign, 2012 || Libertarian National Committee"
train,5a8d0efd5542994ba4e3dbc6,bridge,hard,The competition Lev Oborin won in 1927 is held in what city?,"Warsaw, Poland",10,2,international chopin piano competition || lev oborin,0,0.5,1,international chopin piano competition,0,0.5,1,international chopin piano competition,0,0,,Violin Sonata No. 2 (Prokofiev) || Flute Sonata (Prokofiev) || 1927 Far Eastern Championship Games || Caroline Haffner || Lev Oborin || Lords of Rosental || Ah Astakhova || 1927 KBUs Pokalturnering || Sviatoslav Knushevitsky || Cello Concerto (Khachaturian)
train,5a8d18fb5542994ba4e3dbf2,bridge,hard,What position did the 2004 World Series of Poker gold bracelet holder have in the 2011 Epic Poker League?,Commissioner,10,2,annie duke || epic poker league,1,1.0,0,,1,1.0,0,,0,0,,Tristan Wade || Luis Velador || Konstantin Puchkov || 2011 World Series of Poker Europe || Epic Poker League || Annie Duke || Marcel Vonk || World Poker Tour bracelet || Matt Graham (poker player) || World Series of Poker bracelet
train,5a8d1f015542994ba4e3dc08,bridge,hard,The king of the Molossians and Epirus encamped between what two cities?,Pandosia and Heraclea,10,2,pandosia (lucania) || pyrrhus of epirus,0,0.5,1,pandosia (lucania),0,0.5,1,pandosia (lucania),0,0,,"Woodland Davis Clean Water Agency || Deidamia II of Epirus || Lanassa (wife of Pyrrhus) || La Esperanza, Honduras || Liverpool–Manchester lines || Molossus (son of Neoptolemus) || East Palo Alto, California || Pyrrhus of Epirus || Beroea of Epirus || Aidoneus"
train,5a8d263f554299653c1aa139,bridge,hard,what year did the band that sang Gives You Hell form?,1999,10,2,gives you hell || the all-american rejects,0,0.5,1,the all-american rejects,0,0.5,1,the all-american rejects,0,0,,Nasu (Zoroastrianism) || Heaven &amp; Hell Tour || To Heaven from Hell || Continuing resolution || Marchosias || Gives You Hell || Stephanie Opal Weinstein || Fred Smith (bassist) || Neon Boys || Brigid Dawson
train,5a8d40715542994ba4e3dc3a,bridge,hard,This annual event held in several major cities in Finland is one of many all-night arts festival whose name is given to areas of high latitude in the weeks around what?,the summer solstice,10,2,night of the arts || white night festivals,1,1.0,0,,1,1.0,0,,0,0,,All Points West Music &amp; Arts Festival || Lubbock Arts Festival || White Night festivals || Dogwood Arts Festival || Tanglewood Music and Arts Festival || Night of the Arts || Artscape (festival) || Great Northern Arts Festival || Kerala School Kalolsavam || Green Man Festival
train,5a8d42c95542994ba4e3dc43,bridge,hard,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,1976,10,2,huma abedin || institute of muslim minority affairs,1,1.0,0,,1,1.0,0,,0,0,,Eva Schönbeck-Temesy || Frederick Twort || Mazher Mahmood || Huma Abedin || Mahmood Sariolghalam || Hossein Gharib || Myra McQueen || Sevil Atasoy || Institute of Muslim Minority Affairs || James C. Willson
train,5a8d4cf35542994ba4e3dc5f,bridge,hard,"What are the letters of the radio station serves the area comprising all of Belknap County, among others?",WANH,10,2,lakes region (new hampshire) || wvnh,0,0.0,2,lakes region (new hampshire) || wvnh,0,0.0,2,lakes region (new hampshire) || wvnh,0,0,,Piola (Milan Metro) || KWXL-LP || KRBT || WCMS-FM || KQIP-LP || KLIK || KVKI-FM || KKBN || KSKU || WLMR
train,5a8d4fbf5542994ba4e3dc68,bridge,hard,In which county is this site located where Operation Buster–Jangle was conducted?,Nye County,10,2,nevada test site || operation buster–jangle,0,0.5,1,nevada test site,0,0.5,1,nevada test site,0,0,,"Clear Lake Site || Highbank Park Works || Snow Hill Site || Wilson Mounds and Village Site || KYANG Site || Mitchell Archaeological Site (Mitchell, Illinois) || Arlington Archeological Site || Operation Buster–Jangle || Collins Archeological District || King Archaeological Site"
