original_id,question,gold_answer,support_titles,support_title_count,original_rank_top5_sufficient,original_rank_top5_coverage,original_rank_top10_sufficient,original_rank_top10_coverage,original_rank_top20_sufficient,original_rank_top20_coverage,original_rank_top5_titles,rf_all_top5_sufficient,rf_all_top5_coverage,rf_all_top10_sufficient,rf_all_top10_coverage,rf_all_top20_sufficient,rf_all_top20_coverage,rf_all_top5_titles,gb_all_top5_sufficient,gb_all_top5_coverage,gb_all_top10_sufficient,gb_all_top10_coverage,gb_all_top20_sufficient,gb_all_top20_coverage,gb_all_top5_titles,lr_all_top5_sufficient,lr_all_top5_coverage,lr_all_top10_sufficient,lr_all_top10_coverage,lr_all_top20_sufficient,lr_all_top20_coverage,lr_all_top5_titles
5a813b6f55429903bc27b951,What tribe was the Megaoryzomys curioi previously in that Nesoryzomys are also in?,Oryzomyini,megaoryzomys || nesoryzomys,2,1,1.0,1,1.0,1,1.0,Nesoryzomys || Megaoryzomys || Aegialomys galapagoensis || Cricetidae || Galápagos Islands,1,1.0,1,1.0,1,1.0,Nesoryzomys || Megaoryzomys || Aegialomys galapagoensis || Nesoryzomys darwini || Galápagos Islands,1,1.0,1,1.0,1,1.0,Nesoryzomys || Megaoryzomys || Aegialomys galapagoensis || Cricetidae || Oryzomyini,1,1.0,1,1.0,1,1.0,Megaoryzomys || Nesoryzomys || Aegialomys galapagoensis || Cricetidae || Oryzomyini
5a81711455429938b614233e,"Are both ""Cooking Light"" and ""Vibe"" magazines?",yes,cooking light || vibe (magazine),2,0,0.5,0,0.5,0,0.5,Southern Progress Corporation || Cooking Light || Alan Light || Daniel Galmiche || Andrea Chesman,0,0.5,0,0.5,0,0.5,Cooking Light || Southern Progress Corporation || Alan Light || Vibe || Daniel Galmiche,0,0.5,0,0.5,0,0.5,Cooking Light || Southern Progress Corporation || Alan Light || Vibe || Daniel Galmiche,0,0.5,0,0.5,0,0.5,Cooking Light || Southern Progress Corporation || Alan Light || Daniel Galmiche || Andrea Chesman
5a81778355429926c1cdad2e,What lake in Australia is named after a Scottish Knight?,Lake Wallace,lake wallace || william wallace,2,0,0.5,0,0.5,0,0.5,Lake Carnegie (Western Australia) || Lake Wallace || Lago di Lentini || Lake Austin (Australia) || Lake Richmond,0,0.5,0,0.5,0,0.5,Lake Carnegie (Western Australia) || Lake || Lake Austin (Australia) || Australia || Lake Wallace,0,0.5,0,0.5,0,0.5,Lake Carnegie (Western Australia) || Lago di Lentini || Lake Wallace || Lake || Australia,0,0.5,0,0.5,0,0.5,Lake Carnegie (Western Australia) || Lake Wallace || Lago di Lentini || Lake Richmond || John S. Knight Center
5a81967a55429926c1cdad44,"Where does the Husband character reside in the book published in 1847 under the pseudonym ""Ellis Bell""?",Thrushcross Grange,edgar linton || wuthering heights,2,0,0.5,0,0.5,0,0.5,Adaptations of Wuthering Heights || List of Wuthering Heights references || Charlotte Brontë || Emily Brontë || Wuthering Heights,0,0.5,0,0.5,0,0.5,Wuthering Heights || Adaptations of Wuthering Heights || List of Wuthering Heights references || The Bell Jar || Emily Brontë,0,0.5,0,0.5,0,0.5,Adaptations of Wuthering Heights || Wuthering Heights || List of Wuthering Heights references || Charlotte Brontë || Emily Brontë,0,0.5,0,0.5,0,0.5,Adaptations of Wuthering Heights || Wuthering Heights || List of Wuthering Heights references || The Bell Jar || Charlotte Brontë
5a81a4135542990a1d231e37,What was the first year a scientific journal published by an organization located in the Bronx was published?,1909,mycologia || new york botanical garden,2,0,0.0,0,0.0,0,0.0,Neuroscience (journal) || Medical Physics (journal) || Journal of Economic Behavior and Organization || Peckhamia (journal) || The EMBO Journal,0,0.0,0,0.0,0,0.0,Medical Physics (journal) || Scientific journal || Neuroscience (journal) || Journal of Sound and Vibration || The Scientific World Journal,0,0.0,0,0.0,0,0.0,Medical Physics (journal) || Neuroscience (journal) || Scientific journal || The Scientific World Journal || Peckhamia (journal),0,0.0,0,0.0,0,0.0,Medical Physics (journal) || Neuroscience (journal) || Scientific journal || The Scientific World Journal || Peckhamia (journal)
5a81b4cc5542995ce29dcc3c,"Hotride is the fifteenth single released by what music group from Braintree, Essex, that was formed in 1990?",The Prodigy,hotride || the prodigy,2,1,1.0,1,1.0,1,1.0,"Hotride || Electronic music || The Prodigy || Always Outnumbered, Never Outgunned || United Kingdom",1,1.0,1,1.0,1,1.0,"Hotride || The Prodigy || Always Outnumbered, Never Outgunned || Braintree, Essex || Electronic music",1,1.0,1,1.0,1,1.0,"Hotride || The Prodigy || Always Outnumbered, Never Outgunned || Braintree, Essex || Electronic music",1,1.0,1,1.0,1,1.0,"Hotride || The Prodigy || Always Outnumbered, Never Outgunned || Electronic music || Braintree, Essex"
5a81c7d15542990a1d231ea9,Which services did Rock Nominees Ltd and  ISS A/S (Integrated Service Solutions) have in common?,"cleaning, catering and security",iss a/s || rock (nominees) ltd v rco holdings ltd,2,1,1.0,1,1.0,1,1.0,ISS A/S || Integrated Environmental Solutions Ltd || Rock (Nominees) Ltd v RCO Holdings Ltd || Asia || Copenhagen,1,1.0,1,1.0,1,1.0,ISS A/S || Rock (Nominees) Ltd v RCO Holdings Ltd || Integrated Environmental Solutions Ltd || Tory || Europe,1,1.0,1,1.0,1,1.0,ISS A/S || Rock (Nominees) Ltd v RCO Holdings Ltd || Integrated Environmental Solutions Ltd || Asia || Copenhagen,1,1.0,1,1.0,1,1.0,ISS A/S || Integrated Environmental Solutions Ltd || Rock (Nominees) Ltd v RCO Holdings Ltd || Asia || Copenhagen
5a81d0515542990a1d231ed4,Where is the casino that Summer Nights takes place in?,"Las Vegas Strip in Paradise, Nevada",flamingo las vegas || summer nights (residency show),2,1,1.0,1,1.0,1,1.0,Summer Nights (residency show) || Flamingo Las Vegas || Olivia Newton-John || Residency show || Super Casino 2,1,1.0,1,1.0,1,1.0,Flamingo Las Vegas || Summer Nights (residency show) || Olivia Newton-John || Residency show || That Was Heidelberg on Summer Nights,1,1.0,1,1.0,1,1.0,Summer Nights (residency show) || Flamingo Las Vegas || Olivia Newton-John || Summer Nights (album) || High Stakes Gambling,1,1.0,1,1.0,1,1.0,Summer Nights (residency show) || Flamingo Las Vegas || Olivia Newton-John || High Stakes Gambling || Mute Nights Festival
5a81e89d5542995ce29dcc72,Kalle Mäkinen is nicknamed after a Spanish football that captains what two teams?,Real Madrid and the Spain national team,kalle mäkinen || sergio ramos,2,1,1.0,1,1.0,1,1.0,Kalle Mäkinen || Association football || Finland || Maskun Palloseura || Sergio Ramos,1,1.0,1,1.0,1,1.0,Kalle Mäkinen || Association football || Sergio Ramos || National Football League team captains || Maskun Palloseura,0,0.5,1,1.0,1,1.0,Kalle Mäkinen || Association football || Kalle || Finland || Maskun Palloseura,1,1.0,1,1.0,1,1.0,Kalle Mäkinen || Association football || Sergio Ramos || Kalle || Veikkausliiga
5a81fbc25542990a1d231f09,"Are Sandy Mayer and Billy Martin both more successful at doubles than singles, in terms of tournament wins?",yes,billy martin (tennis) || sandy mayer,2,0,0.5,0,0.5,1,1.0,Sandy Mayer || Guadalajara Open || Stanford University || 1980 Congoleum Classic – Doubles || List of tennis players by number of wins in one doubles tournament,1,1.0,1,1.0,1,1.0,Sandy Mayer || Guadalajara Open || Billy Donovan || List of tennis players by number of wins in one doubles tournament || Billy Martin (tennis),0,0.5,1,1.0,1,1.0,Sandy Mayer || Guadalajara Open || Stanford University || Billy Donovan || 1980 Congoleum Classic – Doubles,0,0.5,1,1.0,1,1.0,Sandy Mayer || Guadalajara Open || List of tennis players by number of wins in one doubles tournament || Billy Donovan || Stanford University
5a82028a554299676cceb1d6,What defines Downers Grove as a thriller?,by the moods they elicit,the curse of downers grove || thriller (genre),2,0,0.5,1,1.0,1,1.0,The Curse of Downers Grove || Downers Grove Suburban Life || Downers Grove Main Street station || Downers Grove (novel) || Downers Grove North High School,0,0.5,1,1.0,1,1.0,"The Curse of Downers Grove || Bella Heathcote || Downers Grove (novel) || Downers Grove, Illinois || Downers Grove North High School",0,0.5,0,0.5,1,1.0,"The Curse of Downers Grove || Downers Grove (novel) || Downers Grove, Illinois || Downers Grove North High School || Downers Grove Main Street station",0,0.5,1,1.0,1,1.0,"The Curse of Downers Grove || Downers Grove (novel) || Downers Grove, Illinois || Downers Grove Suburban Life || Downers Grove Main Street station"
5a8208ee5542990a1d231f1e,"The town of Sinclair, West Virginia, is named after the founder of the local oil drilling company. What is on Sinclair Oil's famous logo?",dinosaur,"sinclair oil corporation || sinclair, west virginia",2,1,1.0,1,1.0,1,1.0,"Sinclair, West Virginia || Preston County, West Virginia || Sinclair Oil Corporation || West Virginia || Unincorporated area",1,1.0,1,1.0,1,1.0,"Sinclair, West Virginia || Sinclair Oil Corporation || Preston County, West Virginia || West Virginia || Driller (oil)",1,1.0,1,1.0,1,1.0,"Sinclair, West Virginia || Preston County, West Virginia || Sinclair Oil Corporation || West Virginia || Unincorporated area",1,1.0,1,1.0,1,1.0,"Sinclair, West Virginia || Sinclair Oil Corporation || Preston County, West Virginia || West Virginia || Unincorporated area"
5a8220db5542995ce29dccc1,Which was secretary to President Richard Nixon: Rose Mary Woods or H. R. Haldeman?,Rose Mary Woods,h. r. haldeman || rose mary woods,2,1,1.0,1,1.0,1,1.0,Rose Mary Woods || H. R. Haldeman || Richard Nixon || Secretary || Gatekeeper,1,1.0,1,1.0,1,1.0,Rose Mary Woods || H. R. Haldeman || John Ehrlichman || Richard Nixon || White House Chief of Staff,1,1.0,1,1.0,1,1.0,Rose Mary Woods || H. R. Haldeman || John Ehrlichman || Richard Nixon || Secretary,1,1.0,1,1.0,1,1.0,Rose Mary Woods || H. R. Haldeman || Secretary || Richard Nixon || John Ehrlichman
5a823b355542990a1d231f6e,"Orson Scott Card first published his short story ""Killing Children"" in this American science-fiction magazine whose first issue was published when?",1930,analog science fiction and fact || killing children,2,1,1.0,1,1.0,1,1.0,Killing Children || America (short story) || Orson Scott Card || Analog Science Fiction and Fact || The Worthing Saga,1,1.0,1,1.0,1,1.0,Killing Children || America (short story) || The Worthing Saga || The Fringe (short story) || Analog Science Fiction and Fact,1,1.0,1,1.0,1,1.0,Killing Children || America (short story) || Orson Scott Card || The Fringe (short story) || Analog Science Fiction and Fact,0,0.5,1,1.0,1,1.0,Killing Children || Orson Scott Card || America (short story) || The Fringe (short story) || Salvage (short story)
5a8242c155429940e5e1a81d,Where was the author of Thoughts of Machiavelli born?,Germany,leo strauss || thoughts on machiavelli,2,0,0.5,1,1.0,1,1.0,Thoughts on Machiavelli || Niccolò Machiavelli || The Prince || University of Chicago || Discourses on Livy,1,1.0,1,1.0,1,1.0,Leo Strauss || Thoughts on Machiavelli || Discourses on Livy || Niccolò Machiavelli || The Prince,1,1.0,1,1.0,1,1.0,Thoughts on Machiavelli || Leo Strauss || Niccolò Machiavelli || The Prince || Discourses on Livy,1,1.0,1,1.0,1,1.0,Thoughts on Machiavelli || Leo Strauss || Niccolò Machiavelli || The Prince || Discourses on Livy
5a827ce155429940e5e1a8d7,"Which player won more Grand Slam titles, Kevin Ullyett or Billie Jean King?",Billie Jean King,billie jean king || kevin ullyett,2,0,0.5,1,1.0,1,1.0,Billie Jean King || Grand Slam (tennis) || Kevin Curren || Fed Cup || Wightman Cup,1,1.0,1,1.0,1,1.0,Billie Jean King || Kevin Ullyett || Grand Slam (tennis) || Larisa Neiland || Judy Tegart-Dalton,1,1.0,1,1.0,1,1.0,Billie Jean King || Kevin Ullyett || Kevin Curren || Grand Slam (tennis) || Karen Hantze Susman,1,1.0,1,1.0,1,1.0,Billie Jean King || Grand Slam (tennis) || Kevin Curren || 1968 Australian Championships || Kevin Ullyett
5a82817555429954d2e2eb5a,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?","""Naked Killer""",naked soldier || naked weapon,2,1,1.0,1,1.0,1,1.0,Naked Weapon || Naked Soldier || Anya Wu || Ching Siu-tung || Daniel Wu,0,0.5,1,1.0,1,1.0,Naked Weapon || Daniel Wu || Maggie Q || Ching Siu-tung || Naked City (TV series),1,1.0,1,1.0,1,1.0,Naked Weapon || Daniel Wu || Naked Soldier || Maggie Q || Anya Wu,1,1.0,1,1.0,1,1.0,Naked Weapon || Naked Soldier || Maggie Q || Daniel Wu || Naked Killer
5a8284b555429954d2e2eb5f,How many rooms does the Tropicana Hotel have where the 7th annual Adult Video News awards ceremony were held in 1980?,"1,467 rooms",7th avn awards || tropicana las vegas,2,1,1.0,1,1.0,1,1.0,7th AVN Awards || 4th AVN Awards || 5th AVN Awards || 6th AVN Awards || Tropicana Las Vegas,0,0.5,1,1.0,1,1.0,7th AVN Awards || 4th AVN Awards || 5th AVN Awards || AVN (magazine) || AVN Award,1,1.0,1,1.0,1,1.0,7th AVN Awards || 4th AVN Awards || 5th AVN Awards || 6th AVN Awards || Tropicana Las Vegas,1,1.0,1,1.0,1,1.0,7th AVN Awards || 4th AVN Awards || 6th AVN Awards || 5th AVN Awards || Tropicana Las Vegas
5a8297c055429954d2e2eb71,"Who does the previous Vice President of Production at the animation studio that is owned and operated by Viacom, currently work for?",Cartoon Network Studios,brian a. miller || nickelodeon animation studio,2,1,1.0,1,1.0,1,1.0,Casey Patterson || Nickelodeon Animation Studio || Viacom Media Networks || Carl Folta || Brian A. Miller,0,0.5,1,1.0,1,1.0,Casey Patterson || Nickelodeon Animation Studio || Viacom Media Networks || Carl Folta || Animation studio,1,1.0,1,1.0,1,1.0,Nickelodeon Animation Studio || Casey Patterson || Animation studio || Brian A. Miller || Carl Folta,0,0.5,1,1.0,1,1.0,Nickelodeon Animation Studio || Animation studio || Casey Patterson || Viacom || Viacom Media Networks
5a829fab55429954d2e2eb83,"Between Joe Orton and Henry James, which author is the adjective ""Ortonesque"" used to refer to his work?","John Kingsley ""Joe"" Orton",henry james || joe orton,2,0,0.5,1,1.0,1,1.0,Joe Orton || Black comedy || Henryi || Henry Orton Wiley || James Orton,1,1.0,1,1.0,1,1.0,Joe Orton || Henry James || Black comedy || Henryi || James Orton,1,1.0,1,1.0,1,1.0,Joe Orton || Henry James || Black comedy || Henryi || James Orton,1,1.0,1,1.0,1,1.0,Joe Orton || Henry James || Black comedy || James Orton || Henryi
5a82bc7455429940e5e1a926,In what movie did the male star of a movie about a widowed 37-year-old woman also star in in the year 1993?,"""Red Rock West""",moonstruck || nicolas cage,2,0,0.5,1,1.0,1,1.0,"Moonstruck || My Lucky Star (novel) || About an Old Man, an Old Woman and Their Hen Ryaba || 37 Comae Berenices || Time's Raging",0,0.5,1,1.0,1,1.0,Moonstruck || Cher || 37 Comae Berenices || Time's Raging || My Lucky Star (novel),0,0.5,0,0.5,1,1.0,Moonstruck || My Lucky Star (novel) || 37 Comae Berenices || Bijoy Ketan Mishra || Time's Raging,1,1.0,1,1.0,1,1.0,Moonstruck || 37 Comae Berenices || My Lucky Star (novel) || Cher || Nicolas Cage
5a82d71555429966c78a6a94,Were the Tundra Mine and Negus Mine located in the same country?,yes,negus mine || tundra mine,2,1,1.0,1,1.0,1,1.0,Negus Mine || Tundra Mine/Salamita Mine Aerodrome || Tundra Mine || Con Mine || Canada,1,1.0,1,1.0,1,1.0,Negus Mine || Tundra Mine || Canada || Con Mine || Tundra Mine/Salamita Mine Aerodrome,1,1.0,1,1.0,1,1.0,Negus Mine || Tundra Mine || Negus || Tundra Mine/Salamita Mine Aerodrome || Canada,1,1.0,1,1.0,1,1.0,Negus Mine || Tundra Mine || Tundra Mine/Salamita Mine Aerodrome || Con Mine || Canada
5a82fcbd55429954d2e2ebe8,"Russia Soviet pianist, composer and teacher, Tatiana Nikolayeva taught what Polish pianist and music educator?",Maria Szraiber,maria szraiber || tatiana nikolayeva,2,0,0.5,1,1.0,1,1.0,Tatiana Nikolayeva || Composer || Russia || Soviet Union || Piano,1,1.0,1,1.0,1,1.0,Tatiana Nikolayeva || Maria Szraiber || Bolesław Woytowicz || Piano || Rudolf Kehrer,1,1.0,1,1.0,1,1.0,Tatiana Nikolayeva || Composer || Maria Szraiber || Russia || Bolesław Woytowicz,1,1.0,1,1.0,1,1.0,Tatiana Nikolayeva || Composer || Russia || Maria Szraiber || Bolesław Woytowicz
5a82fe5055429966c78a6ad3,"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",evangelical Christian,azusa pacific university || the company they keep,2,1,1.0,1,1.0,1,1.0,The Company They Keep || Diana Pavlac Glyer || Azusa Pacific University || Charles Williams (British writer) || Inklings,1,1.0,1,1.0,1,1.0,The Company They Keep || Azusa Pacific University || Diana Pavlac Glyer || Charles Williams (British writer) || Warren Lewis,1,1.0,1,1.0,1,1.0,"The Company They Keep || Diana Pavlac Glyer || Azusa Pacific University || Azusa, California || Charles Williams (British writer)",1,1.0,1,1.0,1,1.0,"The Company They Keep || Diana Pavlac Glyer || Azusa Pacific University || Azusa, California || Inklings"
5a8319b255429940e5e1a960,Who composed the theme music in 1989 of an animated television series which has the current arrangement by a person who  has scored or orchestrated music for more than 30 films and television shows?,Danny Elfman,alf clausen || the simpsons theme,2,1,1.0,1,1.0,1,1.0,Alf Clausen || The Simpsons Theme || Göthe Grefbo || ALF (TV series) || Moonlighting (TV series),1,1.0,1,1.0,1,1.0,Alf Clausen || The Simpsons Theme || Composer || The Naked Gun || Moonlighting (TV series),1,1.0,1,1.0,1,1.0,Alf Clausen || The Simpsons Theme || Theme music || Göthe Grefbo || Moonlighting (TV series),1,1.0,1,1.0,1,1.0,Alf Clausen || The Simpsons Theme || Theme music || The Simpsons || The Naked Gun
5a8325b35542990548d0b18f,"Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives?",Kathryn Jean Martin,bronwyn bishop || kathy sullivan (australian politician),2,0,0.5,1,1.0,1,1.0,Kathy Sullivan (Australian politician) || List of people who have served in both Houses of the Australian Parliament || Australian House of Representatives || Australian Senate || Division of Moncrieff,1,1.0,1,1.0,1,1.0,Kathy Sullivan (Australian politician) || Bronwyn Bishop || Dorothy Tangney || Australian Senate || Australian House of Representatives,1,1.0,1,1.0,1,1.0,Kathy Sullivan (Australian politician) || Australian House of Representatives || Bronwyn Bishop || Dorothy Tangney || Australian Senate,1,1.0,1,1.0,1,1.0,Kathy Sullivan (Australian politician) || Bronwyn Bishop || Dorothy Tangney || Australian House of Representatives || Australia
5a83316b5542993344745fe5,What is the name of the show that the man that was drafted eighth overall in the 1995 NFL Draft co-hosts?,College Football Scoreboard,espn college football friday primetime || joey galloway,2,0,0.0,0,0.0,0,0.0,List of Hawaii Warriors in the NFL Draft || T. J. Green || Jamaal Anderson || List of Wisconsin Badgers in the NFL Draft || Vernon Hargreaves,0,0.0,0,0.0,0,0.0,T. J. Green || List of Hawaii Warriors in the NFL Draft || Vernon Hargreaves || Jamaal Anderson || List of Wisconsin Badgers in the NFL Draft,0,0.0,0,0.0,0,0.0,T. J. Green || List of Hawaii Warriors in the NFL Draft || Jamaal Anderson || Vernon Hargreaves || Ryan Tannehill,0,0.0,0,0.0,0,0.0,T. J. Green || List of Hawaii Warriors in the NFL Draft || Ryan Tannehill || Jamaal Anderson || Vernon Hargreaves
5a8335d95542993344745ff1,"Who appeared in the Olympics first, Piet Norval or Emilio Sánchez?",Sanchez,emilio sánchez || piet norval,2,0,0.5,0,0.5,1,1.0,Piet Norval || 1992 Summer Olympics || Association of Tennis Professionals || Barcelona || Boris Becker,1,1.0,1,1.0,1,1.0,Piet Norval || Emilio Sánchez || 1992 Summer Olympics || Alfonso Emilio Sánchez || Association of Tennis Professionals,1,1.0,1,1.0,1,1.0,Piet Norval || Emilio Sánchez || 1992 Summer Olympics || Association of Tennis Professionals || South Africa,1,1.0,1,1.0,1,1.0,Piet Norval || 1992 Summer Olympics || Emilio Sánchez || Alfonso Emilio Sánchez || Barcelona
5a83411655429966c78a6b5d,Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?,Justin Spitzer,johnny pemberton || superstore (tv series),2,0,0.5,1,1.0,1,1.0,"Johnny Pemberton || NBC || Sitcom || Fox Broadcasting Company || Rochester, Minnesota",1,1.0,1,1.0,1,1.0,"Johnny Pemberton || Superstore (TV series) || Son of Zorn || NBC || Rochester, Minnesota",1,1.0,1,1.0,1,1.0,Johnny Pemberton || NBC || Son of Zorn || Sitcom || Superstore (TV series),1,1.0,1,1.0,1,1.0,Johnny Pemberton || NBC || Sitcom || Son of Zorn || Superstore (TV series)
5a8347d65542996488c2e3f6,in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?,Kurt Russell,mark ciardi || miracle (2004 film),2,0,0.0,0,0.0,0,0.0,Dan Meyer (pitcher) || Jeff Jones (pitcher) || Mark Johnson (pitcher) || John Leister || Jonathan Hurst,0,0.0,0,0.0,0,0.0,Dan Meyer (pitcher) || Jeff Jones (pitcher) || Jonathan Hurst || Mark Johnson (pitcher) || Greg Hibbard,0,0.0,0,0.0,0,0.0,Dan Meyer (pitcher) || Jeff Jones (pitcher) || John Leister || Jonathan Hurst || Mark Johnson (pitcher),0,0.0,0,0.0,0,0.0,Dan Meyer (pitcher) || Jonathan Hurst || John Leister || Jeff Jones (pitcher) || Mark Johnson (pitcher)
5a835c9f5542992ef85e228a,What army did the namesake of the ship launched as the München in 1930 fight in during the American Revolutionary War?,Continental Army,friedrich wilhelm von steuben || ss general von steuben,2,0,0.5,0,0.5,1,1.0,British Army during the American Revolutionary War || SS General von Steuben || HMS Cygnet (1776) || French ship Suffisant (1782) || French ship Dictateur (1782),1,1.0,1,1.0,1,1.0,SS General von Steuben || American Revolutionary War || HMS Cygnet (1776) || British Army during the American Revolutionary War || Friedrich Wilhelm von Steuben,0,0.5,1,1.0,1,1.0,British Army during the American Revolutionary War || SS General von Steuben || American Revolutionary War || HMS Cygnet (1776) || French ship Suffisant (1782),0,0.5,0,0.5,1,1.0,SS General von Steuben || British Army during the American Revolutionary War || American Revolutionary War || HMS Cygnet (1776) || French ship Suffisant (1782)
5a837121554299123d8c2128,"Q1: Which mountain is located in China, Kirat Chuli or Kangpenqing?","Kangpenqing (also Gang Benchhen) is a mountain in the Baiku Himalayas of Tibet, China.",kangpenqing || kirat chuli,2,1,1.0,1,1.0,1,1.0,Kirat Chuli || Himalayas || India || Nepal || Kangpenqing,1,1.0,1,1.0,1,1.0,Kirat Chuli || Kangpenqing || Himalayas || Nepal || China,1,1.0,1,1.0,1,1.0,Kirat Chuli || Kangpenqing || Nepal || China || Himalayas,1,1.0,1,1.0,1,1.0,Kirat Chuli || China || Kangpenqing || Nepal || Himalayas
5a838a3d554299123d8c215d,How long is the road the A12 is a part of?,5320 km,european route e22 || zīlāni,2,0,0.0,0,0.0,0,0.0,"A12 highway (Lithuania) || A12 road (England) || A1152 road || A12 Road (Zimbabwe) || Ipswich Road, Colchester",0,0.0,0,0.0,0,0.0,A12 road (England) || A12 highway (Lithuania) || A47 road || Kaliningrad || Šiauliai,0,0.0,0,0.0,0,0.0,"A12 highway (Lithuania) || A12 road (England) || A1152 road || A47 road || Ipswich Road, Colchester",0,0.0,0,0.0,0,0.0,"A12 highway (Lithuania) || A12 road (England) || A1152 road || Ipswich Road, Colchester || A47 road"
5a83938c5542993344746049,What is the date of the reissue of one of Rhihanna's album that features three newly recorded songs and a DVD showing exclusive behind-the-scenes footage of Rihanna's worldwide tour that was the second overall and first world concert tour by Rihanna?,"June 2, 2008",good girl gone bad tour || good girl gone bad: reloaded,2,1,1.0,1,1.0,1,1.0,Good Girl Gone Bad: Reloaded || DVD || Good Girl Gone Bad Tour || Reissue || Rihanna,1,1.0,1,1.0,1,1.0,Good Girl Gone Bad: Reloaded || Good Girl Gone Bad Tour || Rush in Rio (video) || List of Rihanna concert tours || Pink Friday: Roman Reloaded – The Re-Up,1,1.0,1,1.0,1,1.0,Good Girl Gone Bad: Reloaded || Good Girl Gone Bad Tour || Reissue || DVD || Rihanna,1,1.0,1,1.0,1,1.0,Good Girl Gone Bad: Reloaded || Reissue || DVD || Rihanna || Good Girl Gone Bad Tour
5a83a7e15542992ef85e2347,Who voices Homer Simpson's character on the animated television series? ,Daniel Louis Castellaneta,dan castellaneta || homer simpson,2,0,0.5,1,1.0,1,1.0,Homer Simpson || Grampa Simpson || Good Night (The Simpsons short) || Simpson family || The Simpsons,1,1.0,1,1.0,1,1.0,Homer Simpson || Grampa Simpson || Simpson family || The Simpsons shorts || Dan Castellaneta,0,0.5,1,1.0,1,1.0,Homer Simpson || Grampa Simpson || Simpson family || Good Night (The Simpsons short) || The Simpsons shorts,1,1.0,1,1.0,1,1.0,Homer Simpson || Simpson family || Grampa Simpson || The Simpsons shorts || Dan Castellaneta
5a83c2e25542996488c2e4bc,The 2014 Baylor Bears football games were played at the stadium whose name was changed during what month?,December 2013,2014 baylor bears football team || mclane stadium,2,0,0.0,0,0.0,0,0.5,1988 Baylor Bears football team || 2006 Baylor Bears football team || 2007 Baylor Bears football team || Baylor Bears football || 1995 Baylor Bears football team,0,0.5,0,0.5,0,0.5,Baylor Bears football || McLane Stadium || 1988 Baylor Bears football team || 2006 Baylor Bears football team || 1961 Baylor Bears football team,0,0.5,0,0.5,0,0.5,Baylor Bears football || 1988 Baylor Bears football team || 2006 Baylor Bears football team || McLane Stadium || 2007 Baylor Bears football team,0,0.5,0,0.5,0,0.5,McLane Stadium || 1988 Baylor Bears football team || Baylor Bears football || 2006 Baylor Bears football team || 2007 Baylor Bears football team
5a83c56d5542996488c2e4c3,"Which magazine, the British response to magazines such as ""Playboy"" and ""Penthouse"" did horror author Graham Masterton edit?",Mayfair,graham masterton || mayfair (magazine),2,1,1.0,1,1.0,1,1.0,Graham Masterton || Mayfair (magazine) || Penthouse (magazine) || The Manitou || The Picture of Dorian Gray,1,1.0,1,1.0,1,1.0,Graham Masterton || Mayfair (magazine) || The Manitou || Penthouse (magazine) || The Picture of Dorian Gray,1,1.0,1,1.0,1,1.0,Graham Masterton || Mayfair (magazine) || The Manitou || Penthouse (magazine) || Playboy,1,1.0,1,1.0,1,1.0,Graham Masterton || Mayfair (magazine) || The Manitou || Playboy || Penthouse (magazine)
5a83de04554299334474609f,The second studio album by The D.O.C was named as a reference to Charles Manson's idea of a Beatles' song which was a product of McCartney's attempt to create what kind of sound?  ,as loud and dirty as possible,helter skelter (album) || helter skelter (song),2,1,1.0,1,1.0,1,1.0,Helter Skelter (song) || Helter Skelter (album) || The D.O.C. || The Beatles (album) || The Beatles,1,1.0,1,1.0,1,1.0,Helter Skelter (album) || Helter Skelter (song) || The Beatles (album) || The D.O.C. || Charles Manson,1,1.0,1,1.0,1,1.0,Helter Skelter (album) || Helter Skelter (song) || The D.O.C. || Charles Manson || The Beatles (album),1,1.0,1,1.0,1,1.0,The D.O.C. || Helter Skelter (album) || Helter Skelter (song) || Charles Manson || The Beatles (album)
5a840e395542992ef85e239d,Are both The Straight Story and Frozen films of the same genre?,no,frozen (2013 film) || the straight story,2,0,0.0,0,0.0,0,0.0,The Story of Frozen: Making a Disney Animated Classic || Straight-Jacket || Frozen Kiss || Frozen Scream || Frozen (musical),0,0.0,0,0.0,0,0.0,Genre Films || Comedy film || Shooting Straight || Frozen (play) || Straight-Jacket,0,0.0,0,0.0,0,0.0,The Story of Frozen: Making a Disney Animated Classic || Straight-Jacket || Comedy film || Genre Films || Shooting Straight,0,0.0,0,0.0,0,0.0,The Story of Frozen: Making a Disney Animated Classic || Straight-Jacket || Genre Films || Shooting Straight || Call of the Yukon
